indx	film	id	rank	release_date	release_year	five_yr	verdict	verdict_rank	budget	first_week	tot_net_gross	budget_adjust	first_week_adjust	tot_net_gross_adjust	success_flop	profit_ratio
202	Humpty Sharma Ki Dulhania	2279	209	2014-07-11	2014	2010	Hit	6	33.0	50.66	72.805	45.54	69.911	100.471	1.0	3.0
203	Veere Di Wedding	3777	210	2018-06-01	2018	2015	Hit	6	42.0	54.46	80.27	48.3	62.629	92.31	1.0	2.0
204	Golmaal - Fun Unlimited	299	211	2006-07-14	2006	2005	Hit	6	15.0	12.89	29.325	41.55	35.705	81.23	1.0	2.0
205	Satyameva Jayate	3816	212	2018-08-15	2018	2015	Hit	6	45.0	59.35	79.61	51.75	68.252	91.551	1.0	2.0
206	Batla House	5700	213	2019-08-15	2019	2015	Hit	6	56.0	54.42	84.995	61.6	59.862	93.495	1.0	2.0
207	Mere Brother Ki Dulhan	32	214	2011-09-09	2011	2010	Hit	6	32.0	36.2	57.405	56.96	64.436	102.181	1.0	2.0
208	Raanjhanaa	1287	215	2013-06-21	2013	2010	Hit	6	36.0	35.01	61.63	54.36	52.865	93.061	1.0	2.0
209	Masti	457	216	2004-04-09	2004	2000	Hit	6	12.0	9.13	20.28	36.36	27.664	61.448	1.0	2.0
210	Kapoor & Sons	3246	217	2016-03-18	2016	2015	Hit	6	38.0	44.77	69.375	46.74	55.067	85.331	1.0	2.0
211	Pati Patni Aur Woh	5739	218	2019-12-13	2019	2015	Hit	6	43.0	51.35	80.41	47.3	56.485	88.451	1.0	2.0
212	Andhadhun	3942	219	2018-10-05	2018	2015	Hit	6	32.0	27.37	73.37	36.8	31.476	84.376	1.0	3.0
213	Dhadak	3793	220	2018-07-20	2018	2015	Hit	6	41.0	51.31	72.39	47.15	59.006	83.248	1.0	2.0
214	Kahaani	6	221	2012-03-09	2012	2010	Hit	6	20.0	23.79	57.813	33.6	39.967	97.126	1.0	3.0
215	Tere Mere Sapne	2732	222	1996-12-06	1996	1995	Hit	6	3.0	1.435	7.705	14.4	6.888	36.984	1.0	3.0
216	Heropanti	2249	223	2014-05-23	2014	2010	Hit	6	25.0	34.86	50.515	34.5	48.107	69.711	1.0	3.0
217	Neerja	3224	224	2016-02-19	2016	2015	Hit	6	28.0	35.29	71.765	34.44	43.407	88.271	1.0	3.0
218	Pink	3381	225	2016-09-16	2016	2015	Hit	6	29.0	35.51	65.525	35.67	43.677	80.596	1.0	3.0
219	Ravan Raaj	2961	226	1995-06-23	1995	1995	Hit	6	2.5	2.2030000000000003	5.22	13.175	11.61	27.509	1.0	3.0
220	Hulchul	459	227	2004-11-26	2004	2000	Hit	6	10.0	8.32	20.29	30.3	25.21	61.479	1.0	3.0
221	Saathiya	601	228	2002-12-20	2002	2000	Hit	6	7.5	3.78	15.255	24.375	12.285	49.579	1.0	3.0
222	Mary Kom	2298	229	2014-09-05	2014	2010	Hit	6	38.0	45.33	61.43	52.44	62.555	84.773	1.0	2.0
223	Delhi Belly	34	230	2011-07-01	2011	2010	Hit	6	23.0	34.74	54.838	40.94	61.837	97.612	1.0	3.0
224	I Hate Luv Storys	87	231	2010-07-02	2010	2010	Hit	6	23.0	31.78	43.468	44.85	61.971	84.763	1.0	2.0
225	Ragini MMS 2	2210	232	2014-03-21	2014	2010	Hit	6	19.0	36.94	46.565	26.22	50.977	64.26	1.0	3.0
226	Salaam Namaste	395	233	2005-09-09	2005	2005	Hit	6	11.0	11.49	26.195	32.12	33.551	76.489	1.0	3.0
227	Ishaqzaade	72	234	2012-05-11	2012	2010	Hit	6	19.0	25.61	46.385	31.92	43.025	77.927	1.0	3.0
228	Queen	2199	235	2014-03-07	2014	2010	Hit	6	23.0	18.54	61.475	31.74	25.585	84.836	1.0	3.0
229	Jab We Met	248	236	2007-10-26	2007	2005	Hit	6	15.0	11.8	31.06	39.0	30.68	80.756	1.0	3.0
230	Bhoot	519	237	2003-05-30	2003	2000	Hit	6	6.75	6.43	14.485	21.262	20.254	45.628	1.0	3.0
231	Hindi Medium	3526	238	2017-05-19	2017	2015	Hit	6	23.0	23.25	63.065	27.6	27.9	75.678	1.0	3.0
232	Hum Tum	456	239	2004-05-28	2004	2000	Hit	6	8.5	7.49	21.635	25.755	22.695	65.554	1.0	3.0
233	Article 15	5678	240	2019-06-28	2019	2015	Hit	6	30.0	34.08	65.25	33.0	37.488	71.775	1.0	3.0
234	Kyaa Super Kool Hain Hum	290	241	2012-07-27	2012	2010	Hit	6	19.0	32.48	42.035	31.92	54.566	70.619	1.0	3.0
235	Masoom	2797	242	1996-05-24	1996	1995	Hit	6	1.75	1.51	5.7379999999999995	8.4	7.248	27.542	1.0	3.0
236	Hate Story 3	3155	243	2015-12-04	2015	2015	Hit	6	20.0	34.77	43.575	26.0	45.201	56.648	1.0	3.0
237	Shuddh Desi Romance	1441	244	2013-09-06	2013	2010	Hit	6	25.0	36.27	46.26	37.75	54.768	69.853	1.0	2.0
238	Badlapur	2666	245	2015-02-20	2015	2015	Hit	6	29.0	35.96	49.62	37.7	46.748	64.506	1.0	2.0
239	Tanu Weds Manu	48	246	2011-02-25	2011	2010	Hit	6	21.0	18.8	38.523	37.38	33.464	68.571	1.0	2.0
240	Kis Kisko Pyaar Karoon	3037	247	2015-09-25	2015	2015	Hit	6	16.0	36.8	42.12	20.8	47.84	54.756	1.0	3.0
241	Chasme Baddoor	576	248	2013-04-05	2013	2010	Hit	6	20.0	30.26	42.16	30.2	45.693	63.662	1.0	3.0
242	Vicky Donor	9	249	2012-04-20	2012	2010	Hit	6	10.0	14.17	41.0	16.8	23.806	68.88	1.0	3.0
243	Hichki	3742	250	2018-03-23	2018	2015	Hit	6	20.0	26.11	46.19	23.0	30.026	53.118	1.0	3.0
244	Kyaa Kool Hai Hum	403	251	2005-05-06	2005	2005	Hit	6	5.0	5.32	15.34	14.6	15.534	44.793	1.0	3.0
245	Peepli [Live]	83	252	2010-08-13	2010	2010	Hit	6	14.0	21.09	29.288	27.3	41.125	57.112	1.0	3.0
246	Jism	524	253	2003-01-17	2003	2000	Hit	6	3.25	3.37	8.14	10.237	10.616	25.641	1.0	3.0
247	Fareb	2788	254	1996-06-28	1996	1995	Hit	6	1.25	0.948	3.693	6.0	4.55	17.726	1.0	3.0
248	Haunted 3D	52	255	2011-05-06	2011	2010	Hit	6	13.0	14.58	26.39	23.14	25.952	46.974	1.0	3.0
249	Jolly LLB	990	256	2013-03-15	2013	2010	Hit	6	13.5	18.31	30.32	20.385	27.648	45.783	1.0	3.0
250	Phoonk	197	257	2008-08-22	2008	2005	Hit	6	4.5	6.64	9.8	11.07	16.334	24.108	1.0	3.0
251	Ek Chhotisi Love Story	622	258	2002-09-06	2002	2000	Hit	6	1.5	1.73	4.835	4.875	5.622	15.714	1.0	3.0
252	A Wednesday!	336	259	2008-09-06	2008	2005	Hit	6	3.0	3.525	11.725	7.38	8.672	28.844	1.0	3.0
253	Bheja Fry	360	260	2007-04-13	2007	2005	Hit	6	1.5	2.405	8.98	3.9	6.253	23.348	1.0	3.0
254	Bharat	5671	261	2019-06-05	2019	2015	Semi Hit	5	240.0	156.71	197.345	264.0	172.381	217.08	0.0	1.0
255	Dilwale	3194	262	2015-12-18	2015	2015	Semi Hit	5	165.0	95.37	139.975	214.5	123.981	181.968	0.0	1.0
256	Bang Bang	2319	263	2014-10-02	2014	2010	Semi Hit	5	160.0	107.94	141.065	220.8	148.957	194.67	0.0	1.0
257	Taal	2388	264	1999-08-13	1999	1995	Semi Hit	5	15.0	5.06	21.495	53.25	17.963	76.307	1.0	2.0
258	Jai Ho	2101	265	2014-01-24	2014	2010	Semi Hit	5	102.0	83.48	109.355	140.76	115.202	150.91	0.0	2.0
259	Raees	3460	266	2017-01-25	2017	2015	Semi Hit	5	127.0	102.0	128.775	152.4	122.4	154.53	0.0	2.0
260	Chori Chori Chupke Chupke	662	267	2001-03-09	2001	2000	Semi Hit	5	13.0	6.5	18.345	44.33	22.165	62.556	1.0	2.0
261	Race 2	1223	268	2013-01-25	2013	2010	Semi Hit	5	94.0	69.58	93.485	141.94	105.066	141.162	0.0	1.0
262	Major Saab	2556	269	1998-06-26	1998	1995	Semi Hit	5	8.75	4.58	13.1	35.788	18.732	53.579	1.0	2.0
263	Yeshwant	2705	270	1997-02-07	1997	1995	Semi Hit	5	5.75	3.59	10.485	25.012	15.616	45.61	1.0	2.0
264	Talaash	1197	271	2012-11-30	2012	2010	Semi Hit	5	71.0	65.11	91.235	119.28	109.385	153.275	1.0	2.0
265	Welcome Back	2987	272	2015-09-04	2015	2015	Semi Hit	5	108.0	73.7	95.925	140.4	95.81	124.702	0.0	1.0
266	Gabbar Is Back	2860	273	2015-05-01	2015	2015	Semi Hit	5	79.0	59.61	86.855	102.7	77.493	112.912	0.0	2.0
267	Kabhi Alvida Na Kehna	364	274	2006-08-11	2006	2005	Semi Hit	5	48.0	27.79	44.405	132.96	76.978	123.002	0.0	1.0
268	Fiza	721	275	2000-09-08	2000	2000	Semi Hit	5	5.5	6.25	14.67	19.415	22.062	51.785	1.0	3.0
269	Diljale	2756	276	1996-09-27	1996	1995	Semi Hit	5	5.5	3.52	9.09	26.4	16.896	43.632	1.0	2.0
270	Jab Pyaar Kisise Hota Hai	2568	277	1998-05-22	1998	1995	Semi Hit	5	6.5	2.85	11.71	26.585	11.656	47.894	1.0	2.0
271	Tees Maar Khan	76	278	2010-12-24	2010	2010	Semi Hit	5	45.0	48.75	60.573	87.75	95.062	118.117	1.0	2.0
272	Jodhaa Akbar	186	279	2008-02-15	2008	2005	Semi Hit	5	55.0	21.83	56.04	135.3	53.702	137.858	0.0	2.0
273	Vaastav	2364	280	1999-10-15	1999	1995	Semi Hit	5	7.5	3.94	11.42	26.625	13.987	40.541	1.0	2.0
274	Namastey London	224	281	2007-03-23	2007	2005	Semi Hit	5	31.0	15.69	37.29	80.6	40.794	96.954	0.0	2.0
275	Jaanwar	2264	282	1999-12-24	1999	1995	Semi Hit	5	6.25	3.95	10.645	22.188	14.022	37.79	1.0	2.0
276	Khuddar	3158	283	1994-03-25	1994	1995	Semi Hit	5	1.95	1.838	4.505	11.251	10.605	25.994	1.0	3.0
277	Gunday	2149	284	2014-02-14	2014	2010	Semi Hit	5	51.0	58.05	73.28	70.38	80.109	101.126	1.0	2.0
278	Ta Ra Rum Pum	341	285	2007-04-27	2007	2005	Semi Hit	5	30.0	18.05	38.445	78.0	46.93	99.957	1.0	2.0
279	Rockstar	31	286	2011-11-11	2011	2010	Semi Hit	5	66.0	48.35	68.615	117.48	86.063	122.135	0.0	2.0
280	Mr. & Mrs. Khiladi	2641	287	1997-10-10	1997	1995	Semi Hit	5	5.75	3.37	9.365	25.012	14.66	40.738	1.0	2.0
281	Hogi Pyar Ki Jeet	2424	288	1999-05-07	1999	1995	Semi Hit	5	6.0	3.14	10.065	21.3	11.147	35.731	1.0	2.0
282	De De Pyaar De	5651	289	2019-05-17	2019	2015	Semi Hit	5	78.0	55.73	94.5	85.8	61.303	103.95	0.0	2.0
283	Dhamaal	239	290	2007-09-07	2007	2005	Semi Hit	5	19.0	13.65	32.513000000000005	49.4	35.49	84.534	1.0	2.0
284	Loafer	2795	291	1996-06-07	1996	1995	Semi Hit	5	4.0	2.95	7.148	19.2	14.16	34.31	1.0	2.0
285	Ghulam-E-Musthafa	2634	292	1997-10-31	1997	1995	Semi Hit	5	5.5	3.54	8.808	23.925	15.399	38.315	1.0	2.0
286	Maine Pyaar Kyun Kiya?	393	293	2005-07-15	2005	2005	Semi Hit	5	15.0	11.56	25.685	43.8	33.755	75.0	1.0	2.0
287	Anari No.1	2431	294	1999-04-09	1999	1995	Semi Hit	5	6.75	3.895	10.235	23.962	13.827	36.334	1.0	2.0
288	Bhai	2633	295	1997-10-31	1997	1995	Semi Hit	5	4.75	3.35	8.4	20.662	14.572	36.54	1.0	2.0
289	Student Of The Year	1155	296	2012-10-19	2012	2010	Semi Hit	5	59.0	43.07	62.94	99.12	72.358	105.739	0.0	2.0
290	Special 26	1237	297	2013-02-08	2013	2010	Semi Hit	5	50.0	38.7	65.475	75.5	58.437	98.867	1.0	2.0
291	Saajan Ka Ghar	3141	298	1994-04-29	1994	1995	Semi Hit	5	1.75	1.168	3.763	10.098	6.739	21.713	1.0	3.0
292	Shootout At Lokhandwala	225	299	2007-05-25	2007	2005	Semi Hit	5	18.0	16.72	29.725	46.8	43.472	77.285	1.0	2.0
293	Sarkar	396	300	2005-07-01	2005	2005	Semi Hit	5	14.0	11.57	24.835	40.88	33.784	72.518	1.0	2.0
294	Anth	3110	301	1994-06-10	1994	1995	Semi Hit	5	1.65	1.5930000000000002	3.928	9.52	9.192	22.665	1.0	3.0
295	Sui Dhaaga - Made In India	3918	302	2018-09-28	2018	2015	Semi Hit	5	48.0	60.62	76.1	55.2	69.713	87.515	1.0	2.0
296	Cheetah	3105	303	1994-06-24	1994	1995	Semi Hit	5	1.85	1.3530000000000002	3.61	10.674	7.807	20.83	1.0	2.0
297	Tere Naam	517	304	2003-08-15	2003	2000	Semi Hit	5	10.0	7.74	14.53	31.5	24.381	45.769	1.0	2.0
298	Dear Zindagi	3430	305	2016-11-25	2016	2015	Semi Hit	5	46.0	46.02	66.468	56.58	56.605	81.756	1.0	2.0
299	Gopi Kishen	3055	306	1994-12-02	1994	1995	Semi Hit	5	2.15	2.1430000000000002	4.813	12.405	12.365	27.771	1.0	3.0
300	Bachna Ae Haseeno	323	307	2008-08-15	2008	2005	Semi Hit	5	23.0	20.07	36.19	56.58	49.372	89.027	1.0	2.0
301	Main Tera Hero	2219	308	2014-04-04	2014	2010	Semi Hit	5	41.0	37.21	53.175	56.58	51.35	73.381	1.0	2.0
302	Parmanu - The Story Of Pokhran	3772	309	2018-05-25	2018	2015	Semi Hit	5	44.0	35.08	64.815	50.6	40.342	74.537	1.0	2.0
303	36 China Town	267	310	2006-05-05	2006	2005	Semi Hit	5	19.0	11.93	23.05	52.63	33.046	63.848	0.0	2.0
304	Jallaad	2935	311	1995-09-15	1995	1995	Semi Hit	5	2.75	2.298	4.6930000000000005	14.492	12.11	24.732	1.0	2.0
305	Jannat 2	19	312	2012-05-04	2012	2010	Semi Hit	5	20.0	34.12	42.98	33.6	57.322	72.206	1.0	3.0
306	Kabhi Haan Kabhi Naa	3169	313	1994-02-25	1994	1995	Semi Hit	5	1.4	0.963	3.875	8.078	5.557	22.359	1.0	3.0
307	Ki & Ka	3259	314	2016-04-01	2016	2015	Semi Hit	5	35.0	37.28	51.68	43.05	45.854	63.566	1.0	2.0
308	Salaami	3161	315	1994-03-18	1994	1995	Semi Hit	5	1.1	0.728	2.8	6.347	4.201	16.156	1.0	3.0
309	Raaz - The Mystery Continues	150	316	2009-01-23	2009	2005	Semi Hit	5	18.0	19.58	25.495	40.5	44.055	57.364	1.0	2.0
310	Jism 2	770	317	2012-08-02	2012	2010	Semi Hit	5	13.0	28.84	35.19	21.84	48.451	59.119	1.0	3.0
311	Apaharan	274	318	2005-12-02	2005	2005	Semi Hit	5	11.0	8.9	15.66	32.12	25.988	45.727	1.0	2.0
312	102 Not Out	3759	319	2018-05-04	2018	2015	Semi Hit	5	35.0	27.63	51.778	40.25	31.774	59.545	1.0	2.0
313	Shapath	2623	320	1997-12-12	1997	1995	Semi Hit	5	2.75	2.115	4.95	11.962	9.2	21.532	1.0	2.0
314	Yaariyan	2067	321	2014-01-10	2014	2010	Semi Hit	5	21.0	27.74	38.455	28.98	38.281	53.068	1.0	2.0
315	Tujhe Meri Kasam	539	322	2003-01-03	2003	2000	Semi Hit	5	3.5	1.085	8.925	11.025	3.418	28.114	1.0	3.0
316	Paa	148	323	2009-12-04	2009	2005	Semi Hit	5	21.0	16.07	31.338	47.25	36.158	70.511	1.0	2.0
317	Kai Po Che	1250	324	2013-02-22	2013	2010	Semi Hit	5	30.0	24.37	43.58	45.3	36.799	65.806	1.0	2.0
318	Hungama	518	325	2003-08-01	2003	2000	Semi Hit	5	6.0	4.445	12.605	18.9	14.002	39.706	1.0	3.0
319	Taxi Number 9 2 11	374	326	2006-02-24	2006	2005	Semi Hit	5	10.0	8.62	19.585	27.7	23.877	54.25	1.0	2.0
320	ABCD - Any Body Can Dance	1238	327	2013-02-08	2013	2010	Semi Hit	5	27.0	26.04	39.34	40.77	39.32	59.403	1.0	2.0
321	Bluffmaster	283	328	2005-12-16	2005	2005	Semi Hit	5	10.0	8.56	18.28	29.2	24.995	53.378	1.0	2.0
322	Sirf Tum	2417	329	1999-06-04	1999	1995	Semi Hit	5	3.0	1.355	5.848	10.65	4.81	20.76	1.0	2.0
323	English Vinglish	1144	330	2012-10-05	2012	2010	Semi Hit	5	26.0	19.42	38.92	43.68	32.626	65.386	1.0	2.0
324	Mardaani 2	5741	331	2019-12-13	2019	2015	Semi Hit	5	27.0	27.92	46.33	29.7	30.712	50.963	1.0	2.0
325	Wake Up Sid	157	332	2009-10-02	2009	2005	Semi Hit	5	18.0	15.68	27.945	40.5	35.28	62.876	1.0	2.0
326	Shubh Mangal Saavdhan	3591	333	2017-09-01	2017	2015	Semi Hit	5	25.0	23.69	41.985	30.0	28.428	50.382	1.0	2.0
327	Fukrey	1284	334	2013-06-14	2013	2010	Semi Hit	5	19.0	17.81	34.865	28.69	26.893	52.646	1.0	2.0
328	Mere Yaar Ki Shaadi Hai	616	335	2002-06-07	2002	2000	Semi Hit	5	5.75	3.04	8.34	18.688	9.88	27.105	1.0	2.0
329	No One Killed Jessica	44	336	2011-01-07	2011	2010	Semi Hit	5	19.0	19.38	29.125	33.82	34.496	51.842	1.0	2.0
330	Mardaani	2296	337	2014-08-22	2014	2010	Semi Hit	5	21.0	22.94	35.83	28.98	31.657	49.445	1.0	2.0
331	Chandaal	2590	338	1998-03-13	1998	1995	Semi Hit	5	2.0	1.78	3.583	8.18	7.28	14.654	1.0	2.0
332	Ishqiya	97	339	2010-01-29	2010	2010	Semi Hit	5	19.0	14.01	22.108	37.05	27.319	43.111	0.0	2.0
333	Ferrari Ki Sawaari	179	340	2012-06-15	2012	2010	Semi Hit	5	20.0	19.94	30.525	33.6	33.499	51.282	1.0	2.0
334	Apna Sapna Money Money	275	341	2006-11-10	2006	2005	Semi Hit	5	9.5	8.83	14.4	26.315	24.459	39.888	1.0	2.0
335	Gangster - A Love Story	362	342	2006-04-28	2006	2005	Semi Hit	5	6.5	5.82	12.67	18.005	16.121	35.096	1.0	2.0
336	Julie	467	343	2004-07-23	2004	2000	Semi Hit	5	5.5	5.03	9.165	16.665	15.241	27.77	1.0	2.0
337	Talvar	3058	344	2015-10-02	2015	2015	Semi Hit	5	17.0	15.5	30.363000000000003	22.1	20.15	39.472	1.0	2.0
338	NH 10	2748	345	2015-03-13	2015	2015	Semi Hit	5	18.0	20.31	31.533	23.4	26.403	40.993	1.0	2.0
339	Style	683	346	2001-12-28	2001	2000	Semi Hit	5	2.5	1.81	5.355	8.525	6.172	18.261	1.0	3.0
340	Cheeni Kum	347	347	2007-05-25	2007	2005	Semi Hit	5	11.0	6.75	17.3	28.6	17.55	44.98	1.0	2.0
341	1920 - Evil Returns	1173	348	2012-11-02	2012	2010	Semi Hit	5	9.0	16.3	20.538	15.12	27.384	34.504	1.0	3.0
342	Dum Laga Ke Haisha	2718	349	2015-02-27	2015	2015	Semi Hit	5	14.0	10.63	30.263	18.2	13.819	39.342	1.0	3.0
343	Ab Tak Chhappan	440	350	2004-02-27	2004	2000	Semi Hit	5	4.5	3.76	8.677999999999999	13.635	11.393	26.294	1.0	2.0
344	Aastha	2715	351	1997-01-03	1997	1995	Semi Hit	5	1.5	0.38299999999999995	3.16	6.525	1.666	13.746	1.0	3.0
345	Life In A Metro	348	352	2007-05-11	2007	2005	Semi Hit	5	9.5	6.23	15.833	24.7	16.198	41.166	1.0	2.0
346	Aksar	271	353	2006-02-03	2006	2005	Semi Hit	5	5.25	4.64	8.58	14.542	12.853	23.767	1.0	2.0
347	Newton	3609	354	2017-09-22	2017	2015	Semi Hit	5	25.5	11.64	22.185	30.6	13.968	26.622	0.0	1.0
348	Chandni Bar	682	355	2001-09-28	2001	2000	Semi Hit	5	1.5	1.14	4.093	5.115	3.887	13.957	1.0	3.0
349	Kalyug	421	356	2005-12-09	2005	2005	Semi Hit	5	4.0	3.175	7.207999999999999	11.68	9.271	21.047	1.0	2.0
350	Paan Singh Tomar	15	357	2012-03-02	2012	2010	Semi Hit	5	7.0	6.54	14.615	11.76	10.987	24.553	1.0	3.0
351	Page 3	417	358	2005-01-21	2005	2005	Semi Hit	5	4.25	1.53	8.86	12.41	4.468	25.871	1.0	3.0
352	Ragini MMS	62	359	2011-05-13	2011	2010	Semi Hit	5	6.0	7.81	10.708	10.68	13.902	19.06	1.0	2.0
353	Munnibai	2397	360	1999-07-30	1999	1995	Semi Hit	5	0.4	0.41	1.29	1.42	1.455	4.579	1.0	3.0
354	Love Sex Aur Dhokha	102	361	2010-03-19	2010	2010	Semi Hit	5	4.5	6.2	8.488	8.775	12.09	16.552	1.0	2.0
355	Hanuman	1647	362	2005-10-21	2005	2005	Semi Hit	5	3.25	1.575	5.38	9.49	4.599	15.71	1.0	2.0
356	Race 3	3785	364	2018-06-15	2018	2015	Average	4	185.0	139.97	166.153	212.75	160.966	191.076	0.0	1.0
357	Mission Kashmir	713	365	2000-10-27	2000	2000	Average	4	20.0	10.27	22.985	70.6	36.253	81.137	0.0	2.0
358	Koyla	2690	366	1997-04-18	1997	1995	Average	4	12.0	5.52	14.88	52.2	24.012	64.728	0.0	2.0
359	Josh	710	367	2000-06-09	2000	2000	Average	4	16.0	7.25	17.83	56.48	25.592	62.94	0.0	2.0
360	Mann	2389	368	1999-07-09	1999	1995	Average	4	14.0	6.1	16.645	49.7	21.655	59.09	0.0	2.0
361	Refugee	719	369	2000-06-30	2000	2000	Average	4	15.0	8.16	17.08	52.95	28.805	60.292	0.0	2.0
362	Ek Rishtaa - The Bond Of Love	666	370	2001-05-18	2001	2000	Average	4	15.0	7.12	17.78	51.15	24.279	60.63	0.0	2.0
363	Aatish	3108	371	1994-06-17	1994	1995	Average	4	4.0	2.638	6.425	23.08	15.221	37.072	1.0	2.0
364	Hindustan Ki Kasam	2390	372	1999-07-23	1999	1995	Average	4	13.0	7.1	13.965	46.15	25.205	49.576	0.0	2.0
365	Baadshah	2384	373	1999-08-27	1999	1995	Average	4	11.0	5.88	14.87	39.05	20.874	52.788	1.0	2.0
366	Ajnabee	663	374	2001-09-21	2001	2000	Average	4	17.0	8.07	17.04	57.97	27.519	58.106	0.0	2.0
367	Har Dil Jo Pyar Karega	720	375	2000-08-04	2000	2000	Average	4	13.0	7.79	15.275	45.89	27.499	53.921	0.0	2.0
368	China Gate	2500	376	1998-11-27	1998	1995	Average	4	9.25	3.535	12.775	37.832	14.458	52.25	1.0	2.0
369	Dil Chahta Hai	664	377	2001-08-10	2001	2000	Average	4	14.0	5.73	20.02	47.74	19.539	68.268	1.0	2.0
370	Krishna	2773	378	1996-08-02	1996	1995	Average	4	6.25	3.99	9.035	30.0	19.152	43.368	1.0	2.0
371	Khakee	454	379	2004-01-23	2004	2000	Average	4	26.0	10.81	25.79	78.78	32.754	78.144	0.0	1.0
372	Ajay	2726	380	1996-12-27	1996	1995	Average	4	6.0	3.61	9.18	28.8	17.328	44.064	1.0	2.0
373	Dhadkan	715	381	2000-08-11	2000	2000	Average	4	9.5	4.72	14.02	33.535	16.662	49.491	1.0	2.0
374	Gold	3815	382	2018-08-15	2018	2015	Average	4	107.0	74.01	102.015	123.05	85.111	117.317	0.0	1.0
375	Aankhen	594	383	2002-04-05	2002	2000	Average	4	17.0	6.67	17.48	55.25	21.678	56.81	0.0	2.0
376	Khiladi 786	1199	384	2012-12-07	2012	2010	Average	4	63.0	46.37	64.545	105.84	77.902	108.436	0.0	2.0
377	Humraaz	595	385	2002-07-05	2002	2000	Average	4	15.0	7.7	16.59	48.75	25.025	53.918	0.0	2.0
378	Arjun Pandit	2385	386	1999-08-20	1999	1995	Average	4	9.5	5.1	11.43	33.725	18.105	40.576	0.0	2.0
379	Awara Paagal Deewana	597	387	2002-06-21	2002	2000	Average	4	13.0	7.66	16.015	42.25	24.895	52.049	0.0	2.0
380	Baby	2566	388	2015-01-23	2015	2015	Average	4	75.0	51.96	81.835	97.5	67.548	106.386	0.0	2.0
381	De Dana Dan	140	389	2009-11-27	2009	2005	Average	4	60.0	34.19	48.148	135.0	76.928	108.333	0.0	1.0
382	R... Rajkumar	1925	389	2013-12-06	2013	2010	Average	4	58.0	46.68	65.99	87.58	70.487	99.645	0.0	2.0
383	Anjaam	3142	391	1994-04-22	1994	1995	Average	4	2.65	2.0380000000000003	4.985	15.29	11.759	28.763	1.0	2.0
384	Kambakkht Ishq	141	392	2009-07-03	2009	2005	Average	4	65.0	33.1	47.09	146.25	74.475	105.953	0.0	1.0
385	Qayamat	513	393	2003-07-11	2003	2000	Average	4	16.0	9.08	17.46	50.4	28.602	54.999	0.0	2.0
386	Hera Pheri	714	394	2000-03-31	2000	2000	Average	4	7.5	3.76	12.355	26.475	13.273	43.613	1.0	2.0
387	Hum Tumhare Hain Sanam	596	395	2002-05-24	2002	2000	Average	4	12.0	6.84	13.52	39.0	22.23	43.94	0.0	2.0
388	Manikarnika - The Queen Of Jhansi	5572	396	2019-01-25	2019	2015	Average	4	99.0	56.56	90.81	108.9	62.216	99.891	0.0	1.0
389	Dostana	320	397	2008-11-14	2008	2005	Average	4	40.0	26.74	44.38	98.4	65.78	109.175	0.0	2.0
390	Zamane Se Kya Darna	3189	398	1994-01-14	1994	1995	Average	4	2.4	1.8730000000000002	4.063	13.848	10.807	23.444	1.0	2.0
391	Hadh Kar Di Aapne	439	399	2000-04-14	2000	2000	Average	4	8.0	3.88	11.31	28.24	13.696	39.924	1.0	2.0
392	Kurukshetra	749	400	2000-11-10	2000	2000	Average	4	8.75	4.39	11.15	30.888	15.497	39.36	1.0	2.0
393	Andolan	3016	401	1995-03-03	1995	1995	Average	4	3.75	3.195	6.053	19.762	16.838	31.899	1.0	2.0
394	Bichhoo	733	402	2000-07-07	2000	2000	Average	4	7.5	5.27	10.69	26.475	18.603	37.736	1.0	2.0
395	Company	600	403	2002-04-12	2002	2000	Average	4	9.5	6.01	13.825	30.875	19.532	44.931	1.0	2.0
396	Dishoom	3343	404	2016-07-29	2016	2015	Average	4	61.0	52.94	68.105	75.03	65.116	83.769	0.0	2.0
397	Dus	394	405	2005-07-08	2005	2005	Average	4	22.0	12.82	23.29	64.24	37.434	68.007	0.0	2.0
398	Naajayaz	3010	406	1995-03-17	1995	1995	Average	4	3.25	2.625	5.898	17.127	13.834	31.082	1.0	2.0
399	Tejasvini	3149	407	1994-04-01	1994	1995	Average	4	1.9	1.295	3.755	10.963	7.472	21.666	1.0	2.0
400	All The Best - Fun Begins	144	408	2009-10-16	2009	2005	Average	4	41.0	22.14	41.408	92.25	49.815	93.168	0.0	2.0
401	Drishyam	2904	409	2015-07-31	2015	2015	Average	4	62.0	39.97	68.665	80.6	51.961	89.265	0.0	2.0
402	Army	2789	410	1996-06-28	1996	1995	Average	4	4.0	2.995	6.585	19.2	14.376	31.608	1.0	2.0
403	Gharwali Baharwali	2559	411	1998-06-12	1998	1995	Average	4	5.0	2.695	8.025	20.45	11.023	32.822	1.0	2.0
404	Shootout At Wadala	464	412	2013-05-03	2013	2010	Average	4	49.0	40.61	53.595	73.99	61.321	80.928	0.0	2.0
405	Kaminey	145	413	2009-08-14	2009	2005	Average	4	40.0	24.6	41.52	90.0	55.35	93.42	0.0	2.0
406	Dulaara	3181	414	1994-01-28	1994	1995	Average	4	1.8	1.3980000000000001	3.51	10.386	8.066	20.253	1.0	2.0
407	Hum Dono	2945	415	1995-08-11	1995	1995	Average	4	3.5	2.363	6.063	18.445	12.453	31.952	1.0	2.0
