film	id	rank	release_date	verdict	budget	first_week	tot_net_gross
Life In A Metro	348	352	11-May-07	Semi Hit	95000000	62300000	158325000
Aksar	271	353	3-Feb-06	Semi Hit	52500000	46400000	85800000
Newton	3609	354	22-Sep-17	Semi Hit	NaN	116400000	221850000
Chandni Bar	682	355	28-Sep-01	Semi Hit	15000000	11400000	40925000
Kalyug	421	356	9-Dec-05	Semi Hit	40000000	31750000	72075000
Paan Singh Tomar	15	357	2-Mar-12	Semi Hit	70000000	65400000	146150000
Page 3	417	358	21-Jan-05	Semi Hit	42500000	15300000	88600000
Ragini MMS	62	359	13-May-11	Semi Hit	60000000	78100000	107075000
Munnibai	2397	360	30-Jul-99	Semi Hit	4000000	4100000	12900000
Love Sex Aur Dhokha	102	361	19-Mar-10	Semi Hit	45000000	62000000	84875000
Hanuman	1647	362	21-Oct-05	Semi Hit	32500000	15750000	53800000
Murdaa	2541	363	14-Aug-98	Semi Hit	2500000	NaN	6500000
Race 3	3785	364	15-Jun-18	Average	1850000000	1399700000	1661525000
Mission Kashmir	713	365	27-Oct-00	Average	200000000	102700000	229850000
Koyla	2690	366	18-Apr-97	Average	120000000	55200000	148800000
Josh	710	367	9-Jun-00	Average	160000000	72500000	178300000
Mann	2389	368	9-Jul-99	Average	140000000	61000000	166450000
Refugee	719	369	30-Jun-00	Average	150000000	81600000	170800000
Ek Rishtaa - The Bond Of Love	666	370	18-May-01	Average	150000000	71200000	177800000
Aatish	3108	371	17-Jun-94	Average	40000000	26375000	64250000
Hindustan Ki Kasam	2390	372	23-Jul-99	Average	130000000	71000000	139650000
Baadshah	2384	373	27-Aug-99	Average	110000000	58800000	148700000
Ajnabee	663	374	21-Sep-01	Average	170000000	80700000	170400000
Har Dil Jo Pyar Karega	720	375	4-Aug-00	Average	130000000	77900000	152750000
China Gate	2500	376	27-Nov-98	Average	92500000	35350000	127750000
Dil Chahta Hai	664	377	10-Aug-01	Average	140000000	57300000	200200000
Krishna	2773	378	2-Aug-96	Average	62500000	39900000	90350000
Khakee	454	379	23-Jan-04	Average	260000000	108100000	257900000
Ajay	2726	380	27-Dec-96	Average	60000000	36100000	91800000
Dhadkan	715	381	11-Aug-00	Average	95000000	47200000	140200000
Gold	3815	382	15-Aug-18	Average	1070000000	740100000	1020150000
Aankhen	594	383	5-Apr-02	Average	170000000	66700000	174800000
Khiladi 786	1199	384	7-Dec-12	Average	630000000	463700000	645450000
Humraaz	595	385	5-Jul-02	Average	150000000	77000000	165900000
Arjun Pandit	2385	386	20-Aug-99	Average	95000000	51000000	114300000
Awara Paagal Deewana	597	387	21-Jun-02	Average	130000000	76600000	160150000
Baby	2566	388	23-Jan-15	Average	750000000	519600000	818350000
De Dana Dan	140	389	27-Nov-09	Average	600000000	341900000	481475000
R... Rajkumar	1925	389	6-Dec-13	Average	580000000	466800000	659900000
Anjaam	3142	391	22-Apr-94	Average	26500000	20375000	49850000
Kambakkht Ishq	141	392	3-Jul-09	Average	650000000	331000000	470900000
Qayamat	513	393	11-Jul-03	Average	160000000	90800000	174600000
Hera Pheri	714	394	31-Mar-00	Average	75000000	37600000	123550000
Hum Tumhare Hain Sanam	596	395	24-May-02	Average	120000000	68400000	135200000
Manikarnika - The Queen Of Jhansi	5572	396	25-Jan-19	Average	990000000	565600000	908100000
Dostana	320	397	14-Nov-08	Average	400000000	267400000	443800000
Zamane Se Kya Darna	3189	398	14-Jan-94	Average	24000000	18725000	40625000
Hadh Kar Di Aapne	439	399	14-Apr-00	Average	80000000	38800000	113100000
Kurukshetra	749	400	10-Nov-00	Average	87500000	43900000	111500000
Andolan	3016	401	3-Mar-95	Average	37500000	31950000	60525000
Bichhoo	733	402	7-Jul-00	Average	75000000	52700000	106900000
Company	600	403	12-Apr-02	Average	95000000	60100000	138250000
Dishoom	3343	404	29-Jul-16	Average	610000000	529400000	681050000
Dus	394	405	8-Jul-05	Average	220000000	128200000	232900000
Naajayaz	3010	406	17-Mar-95	Average	32500000	26250000	58975000
Tejasvini	3149	407	1-Apr-94	Average	19000000	12950000	37550000
All The Best - Fun Begins	144	408	16-Oct-09	Average	410000000	221400000	414075000
Drishyam	2904	409	31-Jul-15	Average	620000000	399700000	686650000
Army	2789	410	28-Jun-96	Average	40000000	29950000	65850000
Gharwali Baharwali	2559	411	12-Jun-98	Average	50000000	26950000	80250000
Shootout At Wadala	464	412	3-May-13	Average	490000000	406100000	535950000
Kaminey	145	413	14-Aug-09	Average	400000000	246000000	415200000
Dulaara	3181	414	28-Jan-94	Average	18000000	13975000	35100000
Hum Dono	2945	415	11-Aug-95	Average	35000000	23625000	60625000
Kedarnath	5558	416	7-Dec-18	Average	680000000	419600000	700075000
Double Dhamaal	37	417	24-Jun-11	Average	290000000	363400000	450550000
Waqt - The Race Against Time	397	418	22-Apr-05	Average	160000000	93700000	202500000
Aa Gale Lag Jaa	3135	419	13-May-94	Average	16000000	10850000	31850000
Secret Superstar	3629	420	19-Oct-17	Average	450000000	386700000	626300000
Udta Punjab	3300	421	17-Jun-16	Average	470000000	468400000	581475000
Apne	227	422	29-Jun-07	Average	200000000	103400000	220650000
Kaal	398	423	29-Apr-05	Average	130000000	114500000	190900000
Black	399	424	4-Feb-05	Average	230000000	64700000	231875000
Khoobsurat	2340	425	26-Nov-99	Average	60000000	28100000	85600000
Qahar	2624	426	5-Dec-97	Average	40000000	28500000	61000000
Anjaana Anjaani	80	427	1-Oct-10	Average	400000000	320700000	400500000
Muqadar	2777	428	12-Jul-96	Average	27500000	21000000	43950000
Jungle	744	429	14-Jul-00	Average	47500000	39000000	80950000
Policewala Gunda	2976	430	19-May-95	Average	22500000	17400000	37375000
Aitraaz	443	431	12-Nov-04	Average	110000000	76600000	155800000
Madras Cafe	1424	432	23-Aug-13	Average	350000000	327800000	438450000
Badmaash Company	91	433	7-May-10	Average	290000000	191200000	328725000
Gangaajal	523	434	29-Aug-03	Average	72500000	52200000	104750000
Haider	2318	435	2-Oct-14	Average	480000000	327200000	491900000
Bhoothnath	219	436	9-May-08	Average	200000000	136200000	238900000
Ek Main Aur Ekk Tu	7	437	10-Feb-12	Average	320000000	306800000	401000000
Zaalim	3052	438	9-Dec-94	Average	15000000	17200000	31750000
Atithi Tum Kab Jaoge?	94	439	5-Mar-10	Average	220000000	157900000	290775000
Kya Yehi Pyaar Hai	628	440	22-Mar-02	Average	55000000	31200000	75800000
Fashion	322	441	29-Oct-08	Average	200000000	144000000	264550000
Krazzy 4	324	442	11-Apr-08	Average	180000000	135900000	195900000
Sachin - A Billion Dreams	3532	443	26-May-17	Average	390000000	343100000	430425000
Chhupa Rustam	696	444	23-Mar-01	Average	32500000	15750000	54200000
Mafia	2798	445	24-May-96	Average	17500000	15900000	31975000
Yeh Dil Aashiqanaa	617	446	18-Jan-02	Average	42500000	25700000	62150000
Hasee Toh Phasee	2127	447	7-Feb-14	Average	260000000	272400000	365625000
Rock On!!	312	448	29-Aug-08	Average	190000000	95900000	252975000
Raja Ki Aayegi Baaraat	2743	449	18-Oct-96	Average	20000000	9750000	31425000
Judge Mujrim	2648	450	12-Sep-97	Average	22500000	18250000	35750000
Ladies vs Ricky Bahl	55	451	9-Dec-11	Average	200000000	227500000	307575000
Kasoor	688	452	2-Feb-01	Average	45000000	16300000	53100000
Dhol	240	453	21-Sep-07	Average	140000000	89600000	160550000
Aap Kaa Surroor	226	454	29-Jun-07	Average	90000000	80400000	124250000
Maachis	2742	455	25-Oct-96	Average	20000000	4375000	40675000
Chup Chup Ke	285	456	9-Jun-06	Average	120000000	70800000	137450000
16-Dec	620	457	22-Mar-02	Average	40000000	27900000	63650000
F.A.L.T.U	49	458	1-Apr-11	Average	200000000	165500000	242250000
Bareilly Ki Barfi	3580	459	18-Aug-17	Average	200000000	183700000	340225000
One Two Three	192	460	28-Mar-08	Average	140000000	114600000	171200000
Sher-E-Hindustan	2612	461	16-Jan-98	Average	20000000	13150000	31750000
Tumhari Sulu	3657	462	17-Nov-17	Average	200000000	181400000	329925000
Hate Story 2	2285	463	18-Jul-14	Average	150000000	208300000	229050000
Band Baaja Baaraat	75	464	10-Dec-10	Average	150000000	82800000	231650000
Tum Bin	684	465	13-Jul-01	Average	27500000	12100000	44300000
Ishq Vishk	528	466	9-May-03	Average	50000000	31900000	77400000
Happy Bhaag Jayegi	3359	467	19-Aug-16	Average	200000000	174800000	281900000
Bhai Bhai	2631	468	14-Nov-97	Average	17500000	10850000	26850000
Tom Dick and Harry	376	469	12-May-06	Average	75000000	55200000	92200000
Mahakaal	3176	470	11-Feb-94	Average	4000000	3325000	9975000
Zeher	413	471	25-Mar-05	Average	50000000	34450000	73425000
Dev D	785	472	6-Feb-09	Average	110000000	84700000	153025000
1920	337	473	12-Sep-08	Average	70000000	58400000	104825000
Corporate	287	474	7-Jul-06	Average	67500000	58900000	103200000
The Lunchbox	1516	475	20-Sep-13	Average	220000000	116600000	208500000
The Ghazi Attack	3468	476	17-Feb-17	Average	160000000	113700000	201400000
Honeymoon Travels Pvt. Ltd.	349	477	23-Feb-07	Average	100000000	60900000	116200000
Hate Story	10	478	20-Apr-12	Average	90000000	96000000	120175000
Traffic Signal	1431	479	2-Feb-07	Average	52500000	54450000	84800000
Khwahish	561	480	6-Jun-03	Average	25000000	17000000	33350000
99	161	481	15-May-09	Average	90000000	45600000	107800000
Lipstick Under My Burkha	3567	482	21-Jul-17	Average	70000000	97900000	165225000
Pyaar Ka Punchnama	57	483	20-May-11	Average	97500000	54400000	125825000
Welcome to Sajjanpur	212	484	20-Sep-08	Average	90000000	64200000	98075000
The Tashkent Files	5627	485	12-Apr-19	Average	75000000	34200000	169700000
Tauba Tauba	1802	486	1-Oct-04	Average	20000000	19850000	36150000
Daku Ramkali	2186	487	18-Feb-00	Average	6000000	4700000	9925000
Bombay Boys	2489	488	25-Dec-98	Average	7000000	4400000	18225000
Khichdi The Movie	951	489	1-Oct-10	Average	45000000	41300000	59375000
Iqbal	419	490	26-Aug-05	Average	22500000	9800000	38550000
Maut	2549	491	17-Jul-98	Average	2500000	NaN	4300000
Daayan	2542	492	14-Aug-98	Average	2500000	NaN	3900000
Hyderabad Blues	2573	493	17-Jul-98	Average	2500000	NaN	6700000
The Hero - Love Story of a Spy	509	494	11-Apr-03	Below Average	350000000	107400000	262250000
Tubelight	3550	495	23-Jun-17	Below Average	1350000000	1025700000	1145700000
Kaante	593	496	20-Dec-02	Below Average	300000000	103800000	204500000
Andaz	3147	497	8-Apr-94	Below Average	30000000	20200000	52975000
Shivaay	3401	498	28-Oct-16	Below Average	1030000000	634700000	848350000
Kaabil	3459	499	25-Jan-17	Below Average	890000000	589200000	865400000
Maa Tujhhe Salaam	598	500	25-Jan-02	Below Average	130000000	77200000	133150000
Aa Ab Laut Chalen	2460	501	22-Jan-99	Below Average	90000000	32600000	110200000
Tashan	204	502	25-Apr-08	Below Average	310000000	186800000	293500000
Prem Granth	2796	503	31-May-96	Below Average	60000000	28600000	77450000
Farz	669	504	12-Jan-01	Below Average	100000000	54300000	112650000
Dil Dhadakne Do	2879	505	5-Jun-15	Below Average	830000000	537900000	750525000
Pad Man	3715	506	9-Feb-18	Below Average	760000000	597400000	782250000
Sarkar Raj	200	507	6-Jun-08	Below Average	270000000	238300000	343100000
Kunwara	722	508	21-Jul-00	Below Average	90000000	47300000	107650000
Haqeeqat	2883	509	29-Dec-95	Below Average	40000000	30150000	62500000
Chaahat	2791	510	21-Jun-96	Below Average	52500000	30550000	68700000
International Khiladi	2444	511	26-Mar-99	Below Average	77500000	47900000	88800000
Veer	98	512	22-Jan-10	Below Average	630000000	303400000	381400000
Tu Chor Main Sipahi	2802	513	10-May-96	Below Average	42500000	29200000	61950000
Aashiq	681	514	26-Jan-01	Below Average	90000000	43700000	103400000
Jung	2806	515	19-Apr-96	Below Average	45000000	25200000	60250000
Jai Vikraanta	3009	516	24-Mar-95	Below Average	35000000	23225000	48100000
Khatta Meetha	86	517	23-Jul-10	Below Average	350000000	321300000	391325000
Haathkadi	3008	518	31-Mar-95	Below Average	30000000	23325000	48725000
Befikre	3437	519	9-Dec-16	Below Average	640000000	488100000	602650000
Deewangee	599	520	25-Oct-02	Below Average	90000000	38700000	114400000
Garv - Pride & Honour	461	521	9-Jul-04	Below Average	170000000	87700000	143800000
Jhoom Barabar Jhoom	342	522	15-Jun-07	Below Average	270000000	205300000	272700000
Ek Aur Ek Gyarah	522	523	28-Mar-03	Below Average	95000000	52600000	117100000
Bewafaa	400	524	25-Feb-05	Below Average	180000000	88700000	169700000
Half Girlfriend	3527	525	19-May-17	Below Average	580000000	429600000	522925000
Joru Ka Ghulam	743	526	16-Jun-00	Below Average	55000000	36500000	75650000
Shubh Mangal Zyada Saavdhan	5751	527	21-Feb-20	Below Average	480000000	419200000	589250000
Malang	5749	528	7-Feb-20	Below Average	640000000	380200000	579650000
Lucky - No Time for Love	401	529	1-Apr-05	Below Average	140000000	101500000	159400000
Surakshaa	3015	530	3-Mar-95	Below Average	25000000	20075000	38225000
Aunty No. 1	2572	531	1-May-98	Below Average	37500000	23050000	53400000
Raghuveer	2982	532	19-May-95	Below Average	25000000	19850000	37750000
Yuva	463	533	21-May-04	Below Average	120000000	81300000	142450000
Mere Baap Pehle Aap	327	534	13-Jun-08	Below Average	200000000	152700000	227050000
Zameen	521	535	26-Sep-03	Below Average	110000000	65800000	110000000
Jai Kishen	3109	536	10-Jun-94	Below Average	12500000	11000000	24475000
Sangharsh	2375	537	3-Sep-99	Below Average	40000000	29700000	59700000
Parineeta	404	538	10-Jun-05	Below Average	170000000	67700000	167875000
Heroine	1141	539	21-Sep-12	Below Average	350000000	300900000	338200000
Marjaavaan	5735	540	15-Nov-19	Below Average	380000000	371500000	455725000
Wazir	3204	541	8-Jan-16	Below Average	360000000	293400000	403000000
Pyaar Tune Kya Kiya	676	542	27-Apr-01	Below Average	55000000	27350000	68250000
Bhoothnath Returns	2220	543	11-Apr-14	Below Average	360000000	255400000	339750000
Paheli	406	544	24-Jun-05	Below Average	140000000	87500000	128450000
Aamdani Atthani Kharcha Rupaiyaa	677	545	21-Dec-01	Below Average	50000000	26000000	61200000
Naam Shabana	3496	546	31-Mar-17	Below Average	330000000	264500000	360500000
Criminal	2946	547	4-Aug-95	Below Average	22500000	17350000	32300000
Road	614	548	27-Sep-02	Below Average	60000000	43000000	75650000
Gangs Of Wasseypur 1	187	549	22-Jun-12	Below Average	210000000	169400000	280200000
Lafangey Parindey	82	550	20-Aug-10	Below Average	190000000	170100000	224325000
Barsaat	408	551	19-Aug-05	Below Average	100000000	67800000	99100000
Ek Thi Daayan	388	552	19-Apr-13	Below Average	260000000	235500000	268100000
Rocket Singh: Salesman Of The Year	159	553	11-Dec-09	Below Average	160000000	156300000	201875000
Highway	2176	554	21-Feb-14	Below Average	250000000	212700000	284300000
Viruddh... Family Comes First	411	555	22-Jul-05	Below Average	90000000	58850000	100700000
Tere Naal Love Ho Gaya	13	556	24-Feb-12	Below Average	140000000	117800000	194500000
Commando	193	557	12-Apr-13	Below Average	170000000	163500000	198900000
Pari	3722	558	2-Mar-18	Below Average	210000000	208800000	275700000
Loha	2637	559	17-Oct-97	Below Average	15000000	12200000	23000000
Khoobsurat	2302	560	19-Sep-14	Below Average	230000000	161700000	253375000
Kaun?	2451	561	26-Feb-99	Below Average	22500000	14450000	39500000
Saheb Biwi Aur Gangster Returns	866	562	8-Mar-13	Below Average	190000000	177900000	212700000
Nautanki Saala	314	563	12-Apr-13	Below Average	160000000	176000000	223200000
Gayab	490	564	16-Jul-04	Below Average	57500000	57400000	71100000
Mehndi	2509	565	13-Nov-98	Below Average	20000000	10850000	25550000
Vaastu Shastra	472	566	22-Oct-04	Below Average	50000000	42000000	69450000
Aashiq Banaye Aapne	1680	567	2-Sep-05	Below Average	45000000	38850000	63750000
The Accidental Prime Minister	5570	568	11-Jan-19	Below Average	210000000	181800000	232475000
Hate Story 4	3728	569	9-Mar-18	Below Average	170000000	167800000	196025000
Hawa	542	570	4-Jul-03	Below Average	30000000	23800000	37550000
1921	3698	571	12-Jan-18	Below Average	150000000	110200000	154100000
Pyaar Ke Side Effects	368	572	22-Sep-06	Below Average	65000000	39100000	83250000
Dhobi Ghat	45	573	21-Jan-11	Below Average	130000000	121400000	136725000
Girlfriend	485	574	11-Jun-04	Below Average	25000000	20400000	39400000
Yeh Saali Zindagi	58	575	4-Feb-11	Below Average	110000000	69200000	109475000
Table No. 21	1207	576	4-Jan-13	Below Average	85000000	93600000	119650000
Hunterrr	2785	577	20-Mar-15	Below Average	90000000	92300000	128650000
Manjhi - The Mountain Man	2962	578	21-Aug-15	Below Average	85000000	96400000	135350000
Chalo Dilli	56	579	29-Apr-11	Below Average	95000000	59700000	98375000
Market	565	580	12-Sep-03	Below Average	20000000	15750000	28075000
Mere Dad Ki Maruti	791	581	15-Mar-13	Below Average	110000000	66400000	105450000
Bheja Fry 2	806	582	17-Jun-11	Below Average	95000000	82000000	91325000
B.A. Pass	1413	583	2-Aug-13	Below Average	67500000	61200000	84000000
Tere Bin Laden	112	584	16-Jul-10	Below Average	95000000	44200000	72250000
Saheb Biwi Aur Gangster	838	585	30-Sep-11	Below Average	60000000	55200000	75525000
Meri Jung Ka Elaan	752	586	22-Sep-00	Below Average	5500000	3300000	8300000
Khosla Ka Ghosla	387	587	22-Sep-06	Below Average	37500000	16500000	45925000
Chudail	2685	588	9-May-97	Below Average	3000000	NaN	5800000
Mithya	189	589	8-Feb-08	Below Average	40000000	29850000	51875000
Johrabai	2189	590	28-Jan-00	Below Average	4500000	3600000	7400000
Motu Patlu King Of Kings	3409	591	14-Oct-16	Below Average	42500000	28650000	44470000
Dracula	2415	592	11-Jun-99	Below Average	3000000	2350000	4150000
Hind Ki Beti	2492	593	11-Dec-98	Below Average	3500000	NaN	5200000
Chaar Sahibzaade	2377	594	7-Nov-14	Below Average	100000000	9050000	18700000
Munni Metric Pass	2308	595	5-Sep-14	Below Average	3500000	NaN	6300000
College Girl	1391	596	16-Dec-11	Below Average	2000000	NaN	2900000
Thugs Of Hindostan	5534	597	8-Nov-18	Flop	3100000000	1272900000	1383450000
Dabangg 3	5742	598	20-Dec-19	Flop	1780000000	1122200000	1347900000
Mela	724	599	7-Jan-00	Flop	180000000	68200000	151850000
Insaniyat	3165	600	11-Mar-94	Flop	42500000	31800000	57575000
Lajja	667	601	31-Aug-01	Flop	220000000	71600000	158700000
Zor	2595	602	13-Feb-98	Flop	100000000	48500000	105600000
Trimurti	2900	603	22-Dec-95	Flop	110000000	50400000	85750000
Pukar	718	604	4-Feb-00	Flop	170000000	46900000	133000000
Fan	3261	605	15-Apr-16	Flop	1200000000	714200000	840325000
Yaadein	668	606	27-Jul-01	Flop	200000000	82100000	146450000
Mrityudaata	2688	607	25-Apr-97	Flop	130000000	44700000	86950000
Salaakhen	2575	608	24-Apr-98	Flop	90000000	43900000	93400000
Duplicate	2571	609	8-May-98	Flop	95000000	46250000	101700000
Zero	5561	610	21-Dec-18	Flop	2700000000	818600000	887450000
Dil Se	2540	611	21-Aug-98	Flop	110000000	47450000	107650000
Chal Mere Bhai	723	612	5-May-00	Flop	140000000	56300000	116500000
Mangal Pandey - The Rising	391	613	12-Aug-05	Flop	370000000	173700000	278600000
Gambler	2907	614	8-Dec-95	Flop	55000000	34625000	71650000
Singh Is Bling	3059	615	2-Oct-15	Flop	910000000	594100000	710750000
Entertainment	2288	616	8-Aug-14	Flop	810000000	499000000	642950000
Brothers	2947	617	14-Aug-15	Flop	1120000000	643400000	706550000
Hello Brother	2373	618	10-Sep-99	Flop	90000000	52900000	106750000
Once Upon A Time In Mumbaai Dobaara!	1418	619	15-Aug-13	Flop	1000000000	485400000	584900000
Lakshya	455	620	18-Jun-04	Flop	300000000	116700000	235550000
Main Prem Ki Diwani Hoon	516	621	27-Jun-03	Flop	240000000	67700000	177950000
Kites	90	622	20-May-10	Flop	820000000	375800000	478450000
Action Jackson	2470	623	5-Dec-14	Flop	930000000	469500000	574400000
Daud	2656	624	22-Aug-97	Flop	77500000	42600000	81950000
Phir Bhi Dil Hai Hindustani	725	625	21-Jan-00	Flop	130000000	50800000	107450000
Dillagi	2341	626	19-Nov-99	Flop	140000000	47800000	105050000
1942 - A Love Story	3095	627	15-Jul-94	Flop	47500000	23200000	69925000
Kohram	2387	628	13-Aug-99	Flop	110000000	49100000	89650000
L.O.C Kargil	512	629	26-Dec-03	Flop	330000000	106200000	176400000
Kalank	5631	630	17-Apr-19	Flop	1370000000	659900000	800350000
Tamasha	3152	631	27-Nov-15	Flop	870000000	529300000	685550000
Jaanam Samjha Karo	2435	632	2-Apr-99	Flop	90000000	45200000	91900000
Satyagraha	1429	633	30-Aug-13	Flop	730000000	465200000	550850000
Hulchul	2953	634	4-Aug-95	Flop	45000000	28000000	57525000
Rakshak	2734	635	29-Nov-96	Flop	50000000	30450000	66150000
Sapoot	2738	636	8-Nov-96	Flop	65000000	35300000	66075000
Thank You	36	637	8-Apr-11	Flop	610000000	290200000	450325000
Besharam	1577	638	2-Oct-13	Flop	830000000	491100000	568250000
Blue	143	639	16-Oct-09	Flop	800000000	297200000	385450000
Boss	1621	640	16-Oct-13	Flop	700000000	415900000	498900000
Baadshaho	3590	641	1-Sep-17	Flop	900000000	542300000	657750000
Akele Hum Akele Tum	2916	642	1-Dec-95	Flop	45000000	23475000	70675000
Asoka	672	643	26-Oct-01	Flop	125000000	52650000	115400000
Angrakshak	2911	644	17-Nov-95	Flop	47500000	30975000	56450000
Hum Kisise Kum Nahin	602	645	31-May-02	Flop	190000000	73800000	120500000
Dil Kya Kare	2371	646	24-Sep-99	Flop	90000000	36400000	89450000
Jaan-E-Mann	381	647	20-Oct-06	Flop	350000000	136000000	251250000
Jaani Dushman - Ek Anokhi Kahani	604	648	15-Aug-02	Flop	180000000	64700000	107250000
Albela	670	649	20-Apr-01	Flop	100000000	43450000	105250000
Tera Jadoo Chal Gayaa	760	650	18-Aug-00	Flop	80000000	51300000	94150000
