	indx	film	id	rank	release_date	release_year	five_yr	verdict	verdict_rank	budget	first_week	tot_net_gross	budget_adjust	first_week_adjust	tot_net_gross_adjust	success_flop	profit_ratio	footfalls	screens	runtime	release_week	holiday_release	multiple_releases	genre	sequel_remake	production_banner	actors	directors	producers	music	lyrics	screenplay	dialogue	story	production_banner_exp	production_banner_hits	actors_exp	actors_hits	directors_exp	directors_hits	producers_exp	producers_hits	music_exp	music_hits	lyrics_exp	lyrics_hits	screenplay_exp	screenplay_hits	dialogue_exp	dialogue_hits	story_exp	story_hits	directors_awards	actors_awards	music_awards	lyrics_awards	screenplay_awards	dialogue_awards	story_awards
43	43	Rab Ne Bana Di Jodi	313	48	2008-12-12	2008	2005	Blockbuster	8	39.0	41.79	84.68	95.94	102.803	208.313	1	3	17243000	1350	166	49	0	0	Love Story	0	Yash Raj Films	Shahrukh Khan|Anushka Sharma|Vinay Pathak|Manmeet Singh	Aditya Chopra	Yash Chopra|Aditya Chopra	Salim-Sulaiman	Jaideep Sahni	Aditya Chopra	Aditya Chopra	none	14.0	8.0	14.0	9.0	0.0	0.0	17.0	11.0	15.0	2.0	9.0	2.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0
44	44	Krantiveer	3093	49	1994-07-22	1994	1995	Blockbuster	8	2.25	2.273	9.353	12.982000000000001	13.115	53.967	1	3	16145000	155	147	29	0	0	Action	0	Mehul Movies Pvt. Ltd.	Dimple Kapadia|Nana Patekar|Atul Agnihotri|Mamta Kulkarni	Mehul Kumar	Mehul Kumar	Anand-Milind	Sameer	K.K. Singh	K.K. Singh	K.K. Singh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	45	Baaghi 2	3744	50	2018-03-30	2018	2015	Blockbuster	8	59.0	110.81	160.745	67.85	127.432	184.857	1	3	15745000	3500	144	12	0	0	Action	2	Fox Star Studio India Pvt. Ltd.|Nadiadwala Grandson Entertainment	Tiger Shroff|Disha Patani|Manoj Bajpai|Randeep Hooda	Ahmed Khan	Sajid Nadiadwala	Arko Pravo Mukherjee|Pranay Rijia|Sandeep Shirodkar|Mithoon|Gourav-Roshin	none	none	none	none	40.0	15.0	26.0	5.0	0.0	0.0	10.0	6.0	39.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
46	46	Tanu Weds Manu Returns	2870	51	2015-05-22	2015	2015	Blockbuster	8	39.0	69.16	148.84799999999998	50.7	89.90799999999999	193.502	1	3	15051000	2150	120	20	0	0	Rom - Com	0	Colour Yellow Picture Ltd.|Eros International	R. Madhavan|Kangana Ranaut|Jimmy Shergill|Deepak Dobriyal	Anand L. Rai	Krishika Lulla|Anand L. Rai	Surj RDB|Tanishk|Vayu|Krsna	none	none	none	none	46.0	10.0	35.0	8.0	2.0	2.0	5.0	1.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
47	47	Bahubali - The Beginning	3943	52	2015-07-10	2015	2015	Blockbuster	8	170.0	43.22	119.225	221.0	56.18600000000001	154.99200000000002	0	1	14834000	1600	159	27	0	1	Masala	1	Arka Mediaworks|Dharma Productions Pvt. Ltd.	Prabhas|Rana Daggubati|Anushka Shetty|Tamannaah Bhatia	S.S. Rajamouli	K. Raghavendra Rao|Shobu Yarlagadda|Prasad Devineni	M.M. Kreem	Manoj Muntashir	S.S. Rajamouli	none	none	14.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	48	Badhaai Ho	3967	53	2018-10-18	2018	2015	Blockbuster	8	29.0	61.17	134.465	33.35	70.346	154.635	1	3	10416000	2000	125	41	2	1	Comedy	1	Chrome Pictures|Junglee Pictures	Ayushman Khurana|Sanya Malhotra|Gajraj Rao|Neena Gupta	Amit Ravindernath Sharma	Vineet Jain|Hemant Bhandari|Aleya Sen|Amit Ravindernath Sharma	Tanishk|Kaushik-Akash	none	none	Akshat Ghildial	none	4.0	0.0	9.0	1.0	1.0	0.0	2.0	0.0	14.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49	49	Raaz	592	54	2002-02-01	2002	2000	Blockbuster	8	5.25	4.69	21.46	17.062	15.243	69.745	1	3	12840000	215	149	4	0	1	Horror	1	Tips Industries Pvt. Ltd.|Vishesh Films Pvt. Ltd.	Dino Morea|Bipasha Basu|Ashutosh Rana|Malini Sharma	Vikram Bhatt	Mukesh Bhatt	Nadeem-Shravan	Sameer	Mahesh Bhatt	Mahesh Bhatt	Girish Dhamija	11.0	4.0	4.0	0.0	2.0	1.0	4.0	1.0	14.0	2.0	104.0	17.0	4.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50	50	Vivah	378	55	2006-11-10	2006	2005	Blockbuster	8	8.0	5.63	31.563000000000002	22.16	15.595	87.43	1	3	10241000	200	163	45	0	3	Drama	0	Rajshri Productions Pvt. Ltd.	Shahid Kapoor|Amrita Rao|Anupam Kher|Alok Nath	Sooraj Barjatya	Ajit Kumar Barjatya|Kamal Kumar Barjatya|Rajkumar Barjatya	Ravindra Jain	Ravindra Jain	Sooraj Barjatya	none	none	3.0	0.0	26.0	1.0	1.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51	51	Aashiqui 2	989	56	2013-04-26	2013	2010	Blockbuster	8	15.0	34.69	78.64	22.65	52.382	118.74600000000001	1	3	9854000	1150	140	16	0	2	Love Story	2	T-Series|Vishesh Films Pvt. Ltd.	Aditya Roy Kapoor|Shraddha Kapoor|Shaad Randhawa|Mahesh Thakur	Mohit Suri	Bhushan Kumar|Krishan Kumar|Mukesh Bhatt	Mithoon|Ankit Tiwari|Jeet Ganguly	none	none	none	none	12.0	4.0	4.0	0.0	3.0	1.0	14.0	5.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52	52	Ishq	2627	57	1997-11-28	1997	1995	Super Hit	7	11.0	5.47	24.933000000000003	47.85	23.794	108.459	1	3	20898000	300	168	47	0	2	Masala	0	Baba Films	Aamir Khan|Ajay Devgn|Juhi Chawla|Kajol	Indra Kumar	Gordhan Tanwani	Anu Malik	Dev Kohli|Javed Akhtar|Anu Malik|Rahat Indori	none	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	53	Pardes	2660	58	1997-08-08	1997	1995	Super Hit	7	10.0	3.645	22.83	43.5	15.856	99.31	1	3	20475000	210	191	31	0	1	Love Story	0	Mukta Arts	Shahrukh Khan|Amrish Puri|Mahima Chaudhary|Apoorva Agnihotri	Subhash Ghai	Subhash Ghai	Nadeem-Shravan	Anand Bakshi	Subhash Ghai	Javed Siddique	Subhash Ghai	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54	54	Barsaat	2968	59	1995-10-06	1995	1995	Super Hit	7	8.25	3.668	19.185	43.478	19.33	101.105	1	3	19854000	210	170	40	3	2	Love Story	1	Vijayta Films	Bobby Deol|Twinkle Khanna|Raj Babbar|Mukesh Khanna	Rajkumar Santoshi	Dharmendra	Nadeem-Shravan	Sameer	Rajkumar Santoshi	Rajkumar Santoshi|Shyam Gupta	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55	55	Biwi No.1	991	60	1999-05-28	1999	1995	Super Hit	7	12.0	7.29	25.58	42.6	25.88	90.809	1	3	19743000	285	158	21	0	0	Comedy	0	Puja Entertainment Ltd.	Anil Kapoor|Salman Khan|Karisma Kapoor|Tabu	David Dhawan	Vashu Bhagnani	Anu Malik	Dev Kohli|Sameer|Sukhwinder Singh	Kamal Hassan	none	none	2.0	2.0	67.0	24.0	14.0	7.0	3.0	3.0	60.0	10.0	171.0	28.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
56	56	Happy New Year	2344	61	2014-10-24	2014	2010	Super Hit	7	150.0	133.6	178.41	207.0	184.368	246.206	0	2	19728000	3850	179	42	1	0	Masala	0	Red Chillies Entertainment	Shahrukh Khan|Deepika Padukone|Abhishek Bachchan|Boman Irani	Farah Khan	Gauri Khan	Vishal-Shekhar	Irshad Kamil|Farah Khan|Shekhar Ravjiani|Kumaar	none	none	none	6.0	3.0	38.0	15.0	1.0	0.0	6.0	3.0	15.0	5.0	68.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
57	57	Koi Mil Gaya	507	62	2003-08-08	2003	2000	Super Hit	7	30.0	12.9	47.195	94.5	40.635	148.664	1	2	19432000	450	171	31	0	2	Sci Fi / Fantasy	0	Filmkraft Pvt. Ltd.	Rekha|Hrithik Roshan|Preity Zinta|Rakesh Roshan	Rakesh Roshan	Rakesh Roshan	Rajesh Roshan	Dev Kohli|Ibrahim Ashik|Nasir Faraz	Rakesh Roshan	none	none	1.0	1.0	27.0	3.0	2.0	1.0	1.0	1.0	20.0	3.0	70.0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
58	58	Ziddi	2693	64	1997-04-11	1997	1995	Super Hit	7	7.5	4.445	18.385	32.625	19.336	79.975	1	3	18572000	235	160	14	0	2	Action	0	Ratan International	Sunny Deol|Raveena Tandon|Anupam Kher|Ashish Vidyarthi	Guddu Dhanoa	N.R. Pachisia	Dilip Sen-Sameer Sen	Sameer	Robin Henry	Dilip Shukla	Robin Henry	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59	59	2	5557	65	2018-11-29	2018	2015	Super Hit	7	575.0	127.89	185.89	661.25	147.07399999999998	213.773	0	1	16584000	4150	149	47	0	0	Sci Fi / Fantasy	0	Dharma Productions Pvt. Ltd.|Lyca Productions	Rajnikant|Akshay Kumar|Amy Jackson|Adil Hussain	S. Shankar	A. Subaskaran	A.R. Rahman	Abbas Tyrewala	S. Shankar	Abbas Tyrewala	S. Shankar	20.0	8.0	24.0	6.0	0.0	0.0	0.0	0.0	8.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60	60	Soldier	2503	66	1998-11-20	1998	1995	Super Hit	7	8.25	5.49	21.37	33.742	22.454	87.40299999999999	1	3	17771000	220	154	46	0	1	Action	0	Tips Industries Pvt. Ltd.	Rakhee|Bobby Deol|Preity Zinta|Farida Jalal	Abbas-Mustan	Ramesh S. Taurani|Kumar S. Taurani	Anu Malik	Sameer	Sachin Bhowmick|Shyam Goel	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61	61	Hero No. 1	2704	68	1997-02-21	1997	1995	Super Hit	7	6.75	4.18	17.075	29.362	18.183	74.27600000000001	1	3	17428000	230	137	7	0	0	Comedy	0	Puja Entertainment Ltd.	Govinda|Karisma Kapoor|Kader Khan|Paresh Rawal	David Dhawan	Vashu Bhagnani	Anand-Milind	Sameer	Rumi Jaffery	Rumi Jaffery	Rumi Jaffery	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62	62	Jeet	2769	69	1996-08-23	1996	1995	Super Hit	7	7.25	4.19	16.13	34.8	20.112000000000002	77.42399999999999	1	3	17326000	235	164	33	1	3	Action	0	Nadiadwala Grandson Entertainment	Sunny Deol|Salman Khan|Karisma Kapoor|Tabu	Raj Kanwar	Sajid Nadiadwala	Nadeem-Shravan	Sameer	Raj Kanwar	Amrik Gill	Raj Kanwar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63	63	Pyaar To Hona Hi Tha	2548	70	1998-07-24	1998	1995	Super Hit	7	7.5	3.46	21.505	30.675	14.151	87.955	1	3	17317000	180	161	29	0	1	Love Story	0	Baba Films	Ajay Devgn|Kajol|Bijay Anand|Kashmira Shah	Anees Bazmee	Gordhan Tanwani	Jatin-Lalit	Sameer|Vinoo Mahendra	Anees Bazmee	Anees Bazmee	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64	64	Mission Mangal	5699	71	2019-08-15	2019	2015	Super Hit	7	95.0	115.38	192.67	104.5	126.91799999999999	211.937	1	3	13656000	3200	133	32	1	1	Drama	0	Cape Of Good Films Pvt. Ltd.|Fox Star Studio India Pvt. Ltd.|Hope Productions Pvt. Ltd.	Akshay Kumar|Vidya Balan|Sonakshi Sinha|Taapsee Pannu	Jagan Shakti	none	Amit Trivedi	Amitabh Bhattacharya	R. Balki	R. Balki	Jagan Shakti	39.0	12.0	39.0	10.0	0.0	0.0	0.0	0.0	15.0	2.0	26.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
65	65	Singham Returns	2289	72	2014-08-15	2014	2010	Super Hit	7	105.0	112.04	140.15	144.9	154.615	193.407	1	2	16927000	3500	145	32	1	0	Action	0	Ajay Devgn Films|Reliance Entertainment|Rohit Shetty Productions	Ajay Devgn|Kareena Kapoor|Amol Gupte|Anupam Kher	Rohit Shetty	Ajay Devgn	Honey Singh|Jeet Ganguly|Ankit Tiwari|Meet Bros	Abhay Upadhyay	none	none	none	26.0	5.0	50.0	10.0	5.0	4.0	3.0	2.0	17.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
66	66	Agneepath	1	73	2012-01-26	2012	2010	Super Hit	7	71.0	81.37	119.98299999999999	119.28	136.702	201.571	1	2	16899000	2600	168	4	1	0	Action	0	Dharma Productions Pvt. Ltd.	Rishi Kapoor|Sanjay Dutt|Hrithik Roshan|Priyanka Chopra	Karan Malhotra	Karan Johar|Hiroo Johar	Ajay-Atul	Amitabh Bhattacharya	none	Karan Malhotra|Ila Bedi Dutta	none	6.0	2.0	47.0	3.0	0.0	0.0	10.0	3.0	2.0	1.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
67	67	Welcome	265	74	2007-12-21	2007	2005	Super Hit	7	48.0	33.41	70.15	124.8	86.866	182.39	1	2	16687000	1250	159	50	0	1	Comedy	0	Base Industries Group	Feroz Khan|Anil Kapoor|Nana Patekar|Akshay Kumar	Anees Bazmee	Firoz Nadiadwala	Sajid Wajid|Himesh Reshammiya|Anand Raj Anand	Ibrahim Ashik|Anand Raj Anand	none	none	none	4.0	1.0	49.0	7.0	3.0	1.0	4.0	1.0	94.0	3.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68	68	Khiladiyon Ka Khiladi	2793	75	1996-06-14	1996	1995	Super Hit	7	6.75	4.515	14.385	32.4	21.671999999999997	69.048	1	3	16042000	230	160	23	0	1	Action	0	DMS Films Pvt. Ltd.	Rekha|Akshay Kumar|Raveena Tandon|Inder Kumar	Umesh Mehra	Keshu Ramsay	Anu Malik	Dev Kohli|Indeevar	Anand Vardhan|Umesh Mehra	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69	69	Singham	4	76	2011-07-22	2011	2010	Super Hit	7	41.0	49.29	98.38	72.98	87.736	175.11599999999999	1	3	15961000	2050	144	29	0	0	Action	0	Reliance Entertainment	Ajay Devgn|Kajal Aggarwal|Prakash Raj|Sonali Kulkarni	Rohit Shetty	none	Ajay-Atul	Swanand Kirkire	Hari	Yunus Sajawal	Farhad-Sajid	9.0	0.0	24.0	6.0	5.0	3.0	0.0	0.0	0.0	0.0	11.0	3.0	0.0	0.0	6.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
70	70	Ghatak	2739	77	1996-11-08	1996	1995	Super Hit	7	6.25	4.28	15.235	30.0	20.544	73.128	1	3	15835000	220	152	44	0	1	Action	0	Santoshi Productions	Sunny Deol|Meenakshi Sheshadri|Danny Denzongpa|Amrish Puri	Rajkumar Santoshi	Rajkumar Santoshi	Anu Malik|R.D. Burman	Rahat Indori|Majrooh Sultanpuri	Rajkumar Santoshi	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71	71	Housefull 2	3	78	2012-04-06	2012	2010	Super Hit	7	72.0	61.75	111.79299999999999	120.96	103.74	187.812	1	2	15762000	2650	156	14	0	0	Comedy	2	Eros International|Nadiadwala Grandson Entertainment	Akshay Kumar|John Abraham|Rishi Kapoor|Randhir Kapoor	Sajid Khan	Sajid Nadiadwala	Sajid Wajid	Sameer	Sajid Nadiadwala	Sajid Khan|Tushar Hiranandani	none	54.0	9.0	41.0	7.0	2.0	2.0	4.0	2.0	18.0	4.0	63.0	6.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
72	72	Raja Babu	3183	79	1994-01-21	1994	1995	Super Hit	7	2.3	2.498	8.235	13.270999999999999	14.413	47.516000000000005	1	3	15754000	195	150	3	0	1	Masala	0	Sapna Arts	Govinda|Karisma Kapoor|Shakti Kapoor|Aruna Irani	David Dhawan	Nandu Tolani	Anand-Milind	Sameer	K. Bhagyaraj	Anees Bazmee	K. Bhagyaraj	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73	73	Pyaar Kiya To Darna Kya	2583	80	1998-03-27	1998	1995	Super Hit	7	7.75	4.47	18.065	31.697	18.282	73.88600000000001	1	3	15620000	225	150	12	0	1	Love Story	0	G.S. Entertainment Pvt. Ltd.	Dharmendra|Salman Khan|Kajol|Arbaaz Khan	Sohail Khan	Sohail Khan|Bunty Walia	Sajid Wajid|Himesh Reshammiya|Jatin-Lalit	Sudhakar Sharma	none	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74	74	Saajan Chale Sasural	2807	81	1996-04-12	1996	1995	Super Hit	7	4.25	3.648	13.82	20.4	17.51	66.336	1	3	15578000	210	133	14	0	0	Masala	0	Anas Films Pvt. Ltd.	Govinda|Karisma Kapoor|Tabu|Kader Khan	David Dhawan	Mansoor Ahmad Siddiqui	Nadeem-Shravan	Sameer	Rumi Jaffery	Kader Khan	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75	75	Raajneeti	89	82	2010-06-04	2010	2010	Super Hit	7	61.0	53.77	92.375	118.95	104.852	180.13099999999997	1	2	15356400	1750	167	22	0	0	Thriller	0	Prakash Jha Productions|UTV Motion Pictures|Walkwater Media Ltd.	Nana Patekar|Ajay Devgn|Ranbir Kapoor|Katrina Kaif	Prakash Jha	Prakash Jha	Pritam|Shantanu Moitra|Aadesh Shrivastava|Wayne Sharpe	Gulzar	none	none	none	30.0	3.0	40.0	8.0	1.0	0.0	3.0	0.0	73.0	14.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
76	76	Coolie No. 1	2974	83	1995-06-30	1995	1995	Super Hit	7	3.5	3.568	12.558	18.445	18.803	66.181	1	3	14858000	210	139	26	0	0	Masala	0	Puja Entertainment Ltd.	Govinda|Karisma Kapoor|Harish|Kanchan	David Dhawan	Vashu Bhagnani	Anand-Milind	Sameer	Rumi Jaffery	Kader Khan	Amma Creations	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77	77	Partner	258	84	2007-07-20	2007	2005	Super Hit	7	28.0	27.74	60.045	72.8	72.124	156.11700000000002	1	3	14478000	1100	155	28	0	0	Comedy	0	Eros International|Sohail Khan Productions	Govinda|Salman Khan|Lara Datta|Katrina Kaif	David Dhawan	Parag Sanghavi|Sohail Khan	Sajid Wajid	Jalees Sherwani|Shabbir Ahmed|Sanjay Chhel	none	none	none	7.0	0.0	36.0	6.0	7.0	1.0	8.0	0.0	15.0	1.0	30.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78	78	Singh Is Kinng	202	85	2008-08-08	2008	2005	Super Hit	7	50.0	39.38	67.905	123.0	96.875	167.046	1	2	14028000	1400	135	31	0	0	Masala	0	Blockbuster Movie Entertainers|Hari Om Entertainment	Akshay Kumar|Katrina Kaif|Om Puri|Kirron Kher	Anees Bazmee	Vipul Amrutlal Shah	Pritam	Mayur Puri	Suresh Nair|Anees Bazmee	Suresh Nair	none	3.0	0.0	48.0	11.0	3.0	2.0	2.0	0.0	30.0	6.0	8.0	1.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79	79	Judaai	2703	86	1997-02-28	1997	1995	Super Hit	7	6.0	2.23	14.095	26.1	9.7	61.313	1	3	13984000	170	160	8	0	1	Drama	0	S.K. Films Enterprises	Anil Kapoor|Sridevi|Urmila Matondkar|Kader Khan	Raj Kanwar	Boney Kapoor|Surinder Kapoor	Nadeem-Shravan	Sameer	Kaushik Kapadia	Jainendra Jain	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80	80	Chak De India	234	87	2007-08-10	2007	2005	Super Hit	7	22.0	21.53	66.54	57.2	55.978	173.00400000000002	1	3	13983000	500	152	31	0	2	Drama	0	Yash Raj Films	Shahrukh Khan|Vidya Mallavde|Tanya Abrol|Sagarika Ghatge	Shimit Amin	Yash Chopra|Aditya Chopra	Salim-Sulaiman	Jaideep Sahni	Jaideep Sahni	Jaideep Sahni	none	11.0	7.0	13.0	6.0	1.0	0.0	13.0	9.0	12.0	1.0	6.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0
81	81	Fanaa	297	88	2006-05-26	2006	2005	Super Hit	7	30.0	20.32	51.87	83.1	56.286	143.68	1	2	13947000	650	168	21	0	0	Love Story	0	Yash Raj Films	Aamir Khan|Kajol|Rishi Kapoor|Tabu	Kunal Kohli	Aditya Chopra	Jatin-Lalit	Prasoon Joshi	Shibani Bathija	Shibani Bathija	Kunal Kohli	8.0	5.0	21.0	3.0	2.0	1.0	6.0	5.0	17.0	3.0	6.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
82	82	Bandit Queen	2827	89	1996-01-26	1996	1995	Super Hit	7	3.25	2.39	14.095	15.6	11.472000000000001	67.656	1	3	13574000	115	119	3	1	2	Drama	0	B.V. Video Graphics Pvt. Ltd.|Kaleidoscope Entertainment Pvt. Ltd.	Seema Biswas|Nirmal Pandey|Manoj Bajpai|Rajesh Vivek	Shekhar Kapur	Bobby Bedi	Nusrat Fateh Ali Khan	none	Mala Sen	Ranjit Kapoor	Mala Sen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
83	83	Hum Aapke Dil Mein Rehte Hain	2455	90	1999-01-22	1999	1995	Super Hit	7	6.25	3.64	17.03	22.188000000000002	12.922	60.456	1	3	13487000	190	165	3	1	3	Drama	0	Suresh Productions Pvt. Ltd.	Anil Kapoor|Kajol|Anupam Kher|Shakti Kapoor	Satish Kaushik	D. Rama Naidu	Anu Malik	Sameer	none	Jainendra Jain	Bhupati Raja	1.0	0.0	75.0	14.0	1.0	0.0	1.0	0.0	60.0	10.0	113.0	22.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
84	84	Veer Zaara	451	91	2004-11-12	2004	2000	Super Hit	7	23.0	17.57	41.86	69.69	53.236999999999995	126.836	1	2	13353000	625	192	45	1	2	Love Story	0	Yash Raj Films	Shahrukh Khan|Preity Zinta|Rani Mukherjee|Manoj Bajpai	Yash Chopra	Yash Chopra|Aditya Chopra	Madan Mohan|Sanjeev Kohli	Javed Akhtar	Aditya Chopra	none	none	3.0	1.0	50.0	11.0	0.0	0.0	3.0	1.0	0.0	0.0	30.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0
85	85	No Entry	389	92	2005-08-26	2005	2005	Super Hit	7	24.0	14.08	44.72	70.08	41.114	130.582	1	2	13235000	600	158	34	0	1	Comedy	0	S.K. Films Enterprises	Anil Kapoor|Salman Khan|Fardeen Khan|Bipasha Basu	Anees Bazmee	Boney Kapoor|Surinder Kapoor	Anu Malik	Sameer	Anees Bazmee	Anees Bazmee	none	3.0	1.0	49.0	6.0	1.0	0.0	6.0	1.0	54.0	6.0	126.0	10.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
86	86	Rustom	3357	93	2016-08-12	2016	2015	Super Hit	7	73.0	89.32	124.45	89.79	109.86399999999999	153.07399999999998	1	2	12642000	2350	150	32	0	1	Drama	0	Cape Of Good Films Pvt. Ltd.|Essel Vision Productions Ltd.|KriArj Entertainment|Plan C Studio	Akshay Kumar|Ileana D'Cruz|Arjan Bajwa|Esha Gupta	Tinu Suresh Desai	Ishwar Kapoor|Virendra Arora|Akash Chawla|Aruna Bhatia|Nitin Keni|Shital Bhatia	none	none	none	none	none	6.0	0.0	27.0	6.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
