yr	category	winner	film
1985	best actor	Anupam Kher	Saaransh
1985	best actress	Shabana Azmi	Bhavna
1985	best music director	Bappi Lahiri	Sharabi
1985	best actor in a supporting role	Anil Kapoor	Mashaal
1985	best actress in a supporting role	Aruna Irani	Pet Pyar Aur Paap
1985	best story	Mahesh Bhatt	Saaransh
1985	best cinematographer colour	P.L. Raj	Jaag Utha Insaan
1985	best sound recordist	Brahmanand Sharma	Sohni Mahiwal
1985	best editor	M.S. Shinde	Sohni Mahiwal
1985	best playback singer (male)	Kishore Kumar	Manzilein Apni Jagah
1985	best playback singer (female)	Anupama Deshpande	Sohni Chanab Di
1985	best lyricist	Hasan Kamal	Aaj Ki Awaz
1985	best dialogue	Sai Paranjpye	Sparsh
1985	best art director colour	Madhukar Shinde	Saaransh
1985	best actor in a comic role	Ravi Baswani	Jaane Bhi Do Yaaron
1985	best documentary	Charakku	Om Prakash Sharma
1985	best screenplay	Mrinal Sen	Khandhar
1985	critics award best film	Damul	Prakash Jha
1984	best film	Ardh Satya	
1984	best director	Govind Nihalani	Ardh Satya
1984	best actor	Naseeruddin Shah	Masoom
1984	best actress	Shabana Azmi	Arth
1984	best music director	R.D. Burman	Masoom
1984	best actor in a supporting role	Sadashiv Amrapurkar	Ardh Satya
1984	best actress in a supporting role	Rohini Hattangadi	Arth
1984	best story	S.D. Panwalkar	Ardh Satya
1984	best cinematographer colour	Govind Nihalani	Vijeta
1984	best sound recordist	Hitendra Ghosh	Vijeta
1984	best editor	Keshav Naidu	Vijeta
1984	best playback singer (male)	Kishore Kumar	Agar Tum Na Hote
1984	best playback singer (female)	Arati Mukherji	Do Naina Ek Kahani
1984	best lyricist	Gulzar	Tujh Se Naraaz Nahin
1984	best dialogue	Mahesh Bhatt	Arth
1984	best art director colour	N.B. Kulkarni	Razia Sultan
1984	best actor in a comic role	Ravi Baswani	Jaane Bhi Do Yaaron
1984	best documentary	Veer Savarkar	Prem Vaidya
1984	best screenplay	Vijay Tendulkar	Ardh Satya
1984	critics award best film	Sookha	M.S. Sathyu
1983	best film	Shakti	
1983	best director	Raj Kapoor	Prem Rog
1983	best actor	Dilip Kumar	Shakti
1983	best actress	Padmini Kolhapure	Prem Rog
1983	best music director	R.D. Burman	Sanam Teri Kasam
1983	best actor in a supporting role	Shammi Kapoor	Vidhaata
1983	best actress in a supporting role	Supriya Pathak	Bazaar
1983	best story	Samaresh Basu	Namkeen
1983	best cinematographer colour	Jaywant Pathare	Bemisal
1983	best sound recordist	P. Harikishan	Shakti
1983	best editor	Raj Kapoor	Prem Rog
1983	best playback singer (male)	Kishore Kumar	Pag Ghungroo Bandh
1983	best playback singer (female)	Salma Agha	Dil Ke Armaan
1983	best lyricist	Santosh Anand	Mohabbat Hai Kya Cheez
1983	best dialogue	Achla Nagar	Nikaah
1983	best art director colour	Ajit Banerjee	Namkeen
1983	best actor in a comic role	Deven Varma	Angoor
1983	best documentary	Experience India	Zafar Hai
1983	best screenplay	Salim	Javed
1983	critics award best film	Masoom	Shekhar Kapur
1982	best film	Kalyug	
1982	best director	Muzaffar Ali	Umrao Jaan
1982	best actor	Naseeruddin Shah	Chakra
1982	best actress	Smita Patil	Chakra
1982	best music director	Khayyam	Umrao Jaan
1982	best actor in a supporting role	Amjad Khan	Yaarana
1982	best actress in a supporting role	Supriya Pathak	Kalyug
1982	best story	Chetan Anand	Kudrat
1982	best cinematographer colour	Jal Mistry	Kudrat
1982	best sound recordist	Hitendra Ghosh	Kalyug
1982	best editor	K.R. Kitoo	Ek Duuje Ke Liye
1982	best playback singer (male)	Amit Kumar	Teri Yaad Aa Rahi Hai
1982	best playback singer (female)	Parveen Sultana	Hume Tumse Pyar Kitna
1982	best lyricist	Anand Bakshi	Tere Mere Beech Mein
1982	best dialogue	Kadar Khan	Meri Aawaz Suno
1982	best art director colour	Bansi Chandragupta	Chakra
1982	best actor in a comic role	Utpal Dutt	Naram Garam
1982	best documentary	Faces After The Storm	Prakash Jha
1982	best screenplay	K. Balachander	Ek Duuje Ke Liye
1982	critics award best film	Aadharshila	Ashok Ahuja
1981	best film	Khubsoorat	
1981	best director	Govind Nihalani	Aakrosh
1981	best actor	Naseeruddin Shah	Aakrosh
1981	best actress	Rekha	Khubsoorat
1981	best music director	Laxmikant	Pyarelal
1981	best actor in a supporting role	Om Puri	Aakrosh
1981	best actress in a supporting role	Padmini Kolhapure	Insaf Ka Tarazu
1981	best story	Vijay Tendulkar	Aakrosh
1981	best cinematographer colour	S.M. Anwar	Shaan
1981	best sound recordist	P. Harikishan	Qurbani
1981	best editor	S.B. Mane	Insaf Ka Tarazu
1981	best playback singer (male)	Kishore Kumar	Hazaar Rahen Mudke Dekhin
1981	best playback singer (female)	Nazia Hassan	Aap Jaisa Koi
1981	best lyricist	Gulzar	Hazaar Rahen Mudke Dekhin
1981	best dialogue	Shabd Kumar	Insaf Ka Tarazu
1981	best art director colour	C.S. Bhati	Aakrosh
1981	best actor in a comic role	Utpal Dutt	Naram Garam
1981	best documentary	They Call Me Chamar	Loksen Lalvani
1981	best screenplay	Vijay Tendulkar	Aakrosh
1981	critics award best film	Albert Pinto Ko Gussa Kyon Aata Hai	Saeed Mirza
1980	best film	Junoon	
1980	best director	Shyam Benegal	Junoon
1980	best actor	Amol Palekar	Gol Maal
1980	best actress	Jaya Bhaduri	Nauker
1980	best music director	Laxmikant	Pyarelal
1980	best actor in a supporting role	Amjad Khan	Dada
1980	best actress in a supporting role	Helen	Lahu Ke Do Rang
1980	best story	Shanker Shesh	Doooriyan
1980	best cinematographer colour	Govind Nihalani	Junoon
1980	best sound recordist	Hitendra Ghosh	Junoon
1980	best editor	Divkar Bhanudas	Junoon
1980	best playback singer (male)	Yesudas	Dil Ke Tukde Tukde
1980	best playback singer (female)	Vani Jairam	Mere To Giridhar Gopal
1980	best lyricist	Gulzar	Aanewala Pal
1980	best dialogue	Satyadev Dubey	Junoon
1980	best art director colour	Madhukar Shinde	Lahu Ke Do Rang
1980	best actor in a comic role	Utpal Dutt	Golmaal
1980	best documentary	Malfunction	Pankuj Parashar
1980	best screenplay	Girish Karnad|B.V. Karanth	Godhuli
1980	critics award best film	Jeena Yahan	Basu Chatterji
1979	best film	Main Tulsi Tere Aangan Ki	
1979	best director	Satyajit Ray	Shatranj Ke Khilari
1979	best actor	Amitabh Bachchan	Don
1979	best actress	Nutan	Main Tulsi Tere Aangan Ki
1979	best music director	Laxmikant	Pyarelal
1979	best actor in a supporting role	Saeed Jaffrey	Shatranj Ke Khilari
1979	best actress in a supporting role	Reena Roy	Apnapan
1979	best story	Dinesh Thakur	Ghar
1979	best cinematographer colour	Radhu Karmakar	Satyam Shivam Sundaram
1979	best sound recordist	Ranjit Biswas	Devata
1979	best editor	B. Prasad	Badalte Rishtey
1979	best playback singer (male)	Kishore Kumar	O Khaike Paan Banaraswala
1979	best playback singer (female)	Asha Bhosle	Ye Mera Dil Pyar Ka Deewana
1979	best lyricist	Anand Bakshi	Aadmi Musafir Hai
1979	best dialogue	Dr Rahi Masoom Reza	Main Tulsi Tere Aangan Ki
1979	best art director colour	T.K. Desai	Des Pardes
1979	best actor in a comic role	Deven Varma	Chor Ke Ghar Chor
1979	best documentary	Not Awarded	
1979	best screenplay	Kamleshwar	Pati Patni Aur Woh
1979	critics award best film	Arvind Desai Ki Ajeeb Dastan	Saeed Mirza
1978	best film	Bhumika	
1978	best director	Basu Chatterji	Swami
1978	best actor	Amitabh Bachchan	Amar Akbar Anthony
1978	best actress	Shabana Azmi	Swami
1978	best music director	Laxmikant	Pyarelal
1978	best actor in a supporting role	Shreeram Lagoo	Gharaonda
1978	best actress in a supporting role	Asha Sachdev	Priyatama
1978	best story	Sarat Chandra	Swami
1978	best cinematographer colour	Munir Khan	Hum Kisise Kum Nahin
1978	best sound recordist	Dinshaw Billimoria	Agent Vinod
1978	best editor	Kamlakar Karkhanis	Amar Akbar Anthony
1978	best playback singer (male)	Mohammed Rafi	Kya Hua Tera Vada
1978	best playback singer (female)	Preeti Sagar	Mere Gaon Kadhapaane Varo Paane
1978	best lyricist	Gulzar	Do Deewane Shaher Mein
1978	best dialogue	Vrajendra Gaur	Dulhan Wohi Jo Piya Man Bhaye
1978	best art director colour	Shanti Das	Hum Kisise Kum Nahin
1978	best actor in a comic role	Deven Varma	Chor Ke Ghar Chor
1978	best documentary	Transformations	Zafar Hai
1978	best screenplay	Lekh Tandon|Vrajendra Gaur|Madhusudan Kalekar	Dulhan Wohi Jo Piya Man Bhaye
1978	critics award best film	Shatranj Ke Khilari	Satyajit Ray
1977	best film	Mausam	
1977	best director	Gulzar	Mausam
1977	best actor	Sanjeev Kumar	Arjun Pandit
1977	best actress	Raakhee	Tapasya
1977	best music director	Khayyam	Kabhi Kabhie
1977	best actor in a supporting role	Prem Chopra	Do Anjaane
1977	best actress in a supporting role	Kajri	Balika Badhu
1977	best story	Dr. Balaichand Mukherjee	Arjun Pandit
1977	best cinem*atographer colour	Fali Mistry	Fakira
1977	best sound recordist	P. Harikishan	Bairaag
1977	best editor	Bijoy Chowdhury	Balika Badhu
1977	best playback singer (male)	Mukesh	Kabhi Kabhie Mere Dil Mein
1977	best playback singer (female)	Hemlata	Tujo Mere Sur Mein
1977	best lyricist	Sahir Ludhianvi	Kabhi Kabhie Mere Dil Mein
1977	best dialogue	Sagar Sarhadi	Kabhi Kabhie
1977	best art director colour	S.S. Samel	Fakira
1977	best actor in a comic role	Asrani	Balika Badhu
1977	best documentary	Marvel Of Memory	N.K. Issar
1977	best screenplay	Basu Chatterji	Chhotisi Baat
1977	critics award best film	Mrigaya	Mrinal Sen
1976	best film	Deewaar	
1976	best director	Yash Chopra	Deewaar
1976	best actor	Sanjeev Kumar	Aandhi
1976	best actress	Lakshmi	Julie
1976	best music director	Rajesh Roshan	Julie
1976	best actor in a supporting role	Shashi Kapoor	Deewaar
1976	best actress in a supporting role	Nadira	Julie
1976	best story	Salim	Javed
1976	best cinematographer colour	Kamal Bose	Dharmatma
1976	best sound recordist	M.A. Shaikh	Deewaar
1976	best editor	M.S. Shinde	Sholay
1976	best playback singer (male)	Kishore Kumar	Dil Aisa Kisine Mera Toda
1976	best playback singer (female)	Sulakshana Pandit	Tuhi Sagar Hai
1976	best lyricist	Indivar	Dil Aisa Kisine Mera Toda
1976	best dialogue	Salim	Javed
1976	best art director colour	Bansi Chandragupta	Do Jhoot
1976	best actor in a comic role	Deven Varma	Chori Mera Kaam
1976	best documentary	Sarojini Naidu	B.D. Garga
1976	best screenplay	Salim	Javed
1976	critics award best film	Aandhi	Gulzar
1975	best film	Rajnigandha	
1975	best director	Manoj Kumar	Roti Kapada Aur Makaan
1975	best actor	Rajesh Khanna	Aavishkar
1975	best actress	Jaya Bhaduri	Kora Kaagaz
1975	best music director	Kalyanji	Anandji
1975	best actor in a supporting role	Vinod Khanna	Haath Ki Safai
1975	best actress in a supporting role	Durga Khote	Bidaai
1975	best story	Ismat Chugtai|Kaifi Azmi	Garm Hava
1975	best cinematographer colour	A. Vincent	Prem Nagar
1975	best sound recordist	L.H. Bhatia	Amir Garib
1975	best editor	Kamlakar Karkhanis	Roti
1975	best playback singer (male)	Mahendra Kapoor	Nahin Nahin Bas Aur Nahin
1975	best playback singer (female)	Asha Bhosle	Chain Se Humko Kahin
1975	best lyricist	Santosh Anand	Main Na Bhulunga
1975	best dialogue	Kaifi Azmi	Garm Hava
1975	best art director colour	Sudhendu Roy	Sagina
1975	best actor in a comic role	Mehmood	Vardaan
1975	best documentary	The Nomad Puppeteer	Mani Kaul
1975	best screenplay	Shama Zaidi|Kaifi Azmi	Garm Hava
1975	critics award best film	Rajnigandha	Basu Chatterji
1974	best film	Anuraag	
1974	best director	Yash Chopra	Daag
1974	best actor	Rishi Kapoor	Bobby
1974	best actress	Jaya Bhaduri	Abhimaan
1974	best music director	S.D. Burman	Abhimaan
1974	best actor in a supporting role	Amitabh Bachchan	Namak Haraam
1974	best actress in a supporting role	Raakhee	Daag
1974	best story	Salim	Javed
1974	best cinematographer colour	Jal Mistry	Jheel Ke Us Paar
1974	best sound recordist	Allauddin	Bobby
1974	best editor	R. Mahadik	Zanjeer
1974	best playback singer (male)	Narendra Chanchal	Beshak Mandir Masjid
1974	best playback singer (female)	Asha Bhosle	Hone Lagi Hai Raat Jawan
1974	best lyricist	Gulshan Bawra	Yaari Hai Imaan Mera
1974	best dialogue	Gulzar	Namak Haraam
1974	best art director colour	A. Rangaraj	Bobby
1974	best actor in a comic role	Asrani	Aaj Ki Taaza Khabar
1974	best documentary	A Day With The Builders	C.J.Paulose
1974	best screenplay	Salim	Javed
1974	critics award best film	Duvidha	Mani Kaul
1973	best film	Be	Imaan
1973	best director	Sohanlal Kanwar	Be
1973	best actor	Manoj Kumar	Be
1973	best actress	Hema Malini	Seeta Aur Geeta
1973	best music director	Shanker	Jaikishen
1973	best actor in a supporting role	Pran	Be
1973	best actress in a supporting role	Zeenat Aman	Hare Rama Hare Krishna
1973	best story	Basu Bhattacharya	Anubhav
1973	best cinematographer colour	P. Vaikunth	Seeta Aur Geeta
1973	best sound recordist	Jehangir Nowroji	Amar Prem
1973	best editor	Manoj Kumar	Shor
1973	best playback singer (male)	Mukesh	Jai Bolo
1973	best playback singer (female)	Asha Bhosle	Dum Maro Dum
1973	best lyricist	Varma Malik	Jai Bolo
1973	best dialogue	Ramesh Pant	(Amar Prem)
1973	best art director colour	N.B. Kulkarni	Pakeezah
1973	best actor in a comic role	Not Awarded	
1973	best documentary	Nine Months To Freedom	S. Sukhdev
1973	best screenplay	Arvind Mukherjee	Amar Prem
1973	critics award best film	Maya Darpan	Kumar Shahani
1972	best film	Anand	
1972	best director	Raj Kapoor	Mera Naam Joker
1972	best actor	Rajesh Khanna	Anand
1972	best actress	Asha Parekh	Kati Patang
1972	best music director	Shanker	Jaikishen
1972	best actor in a supporting role	Amitabh Bachchan	Anand
1972	best actress in a supporting role	Farida Jalal	Paras
1972	best story	Hrishikesh Mukherjee	Anand
1972	best cinematographer b & w	Kamal Bose	Dastak
1972	best cinematographer colour	Radhu Karmakar	Mera Naam Joker
1972	best sound recordist	Allaudin	Mera Naam Joker
1972	best editor	Hrishikesh Mukherjee	Anand
1972	best art director b & w	Not Awarded	
1972	best playback singer (male)	Manna Dey	Ay Bhai Zara Dekh Ke Chalo
1972	best playback singer (female)	Asha Bhosle	Piya Tu Ab To Aaja
1972	best lyricist	Hasrat Jaipuri	Zindagi Ek Safar Hai Suhana
1972	best dialogue	Gulzar	Anand
1972	best art director colour	Bansi Chandragupta	Seema
1972	best actor in a comic role	Not Awarded	
1972	best documentary	Creations In Metal	Homi D.Sethna
1972	best screenplay	Basu Chatterjee	Sara Akash
1972	critics award best film	Ashadh Ka Ek Din	Mani Kaul
1971	best film	Khilona	
1971	best director	Asit Sen	Safar
1971	best actor	Rajesh Khanna	Sacha Jhutha
1971	best actress	Mumtaz	Khilona
1971	best music director	Shanker	Jaikishen
1971	best actor in a supporting role	Feroz Khan	Aadmi Aur Insaan
1971	best actress in a supporting role	Chand Usmani	Pehchan
1971	best story	Chandrakant Kakodkar	Do Raaste
1971	best cinematographer b & w	Kamal Bose	Khamoshi
1971	best cinematographer colour	Jal Mistry	Heer Ranjha
1971	best sound recordist	S.C. Bhambri	Talash
1971	best editor	Vijay Anand	Johnny Mera Naam
1971	best art director b & w	Not Awarded	
1971	best playback singer (male)	Mukesh	Sabse Bada Nadan
1971	best playback singer (female)	Sharda	Baat Zara
1971	best lyricist	Varma Malik	Sabse Bada Nadan
1971	best dialogue	Rajinder Singh Bedi	Satyakam
1971	best art director colour	Shanti Das	Talash
1971	best actor in a comic role	I.S.Johar	Johnny Mera Naam
1971	best documentary	Koodal	Mushir Ahmed
1971	best screenplay	Vijay Anand	Johnny Mera Naam
1971	critics award best film	Uski Roti	Mani Kaul
1970	best film	Aradhana	
1970	best director	Yash Chopra	Ittefaq
1970	best actor	Ashok Kumar	Ashirwad
1970	best actress	Sharmila Tagore	Aradhana
1970	best music director	Laxmikant	Pyarelal
1970	best actor in a supporting role	Pran	Aansoo Ban Gaye Phool
1970	best actress in a supporting role	Tanuja	Paisa Ya Pyar
1970	best story	V.S. Kanetkar	Ansoo Ban Gaye Phool
1970	best cinematographer b & w	Kamal Bose	Anokhi Raat
1970	best cinematographer colour	Faredoon Irani	Duniya
1970	best sound recordist	M.A. Shaikh	Ittefaq
1970	best editor	B.S. Glaad	Nanha Farishta
1970	best art director b & w	Ajit Banerjee	Anokhi Raat
1970	best playback singer (male)	Kishore Kumar	Roop Tera Mastana
1970	best playback singer (female)	Lata Mangeshkar	Aap Mujhe Acche Lagne Lage
1970	best lyricist	Neeraj	Kaal Ka Pahiya
1970	best dialogue	Pandit Anand Kumar	Anokhi Raat
1970	best art director colour	A.R. Kakkad And Baburao T. Poddar	Tamanna
1970	best actor in a comic role	Mehmood	Waris
1970	best documentary	"Then, The Rain"	Ramesh Gupta
1970	best screenplay	Hrishikesh Mukherjee	Anokhi Raat
1969	best film	Brahmachari	
1969	best director	Ramanand Sagar	Ankhen
1969	best actor	Shammi Kapoor	Brahmachari
1969	best actress	Waheeda Rehman	Neel Kamal
1969	best music director	Shanker	Jaikishen
1969	best actor in a supporting role	Sanjeev Kumar	Shikar
1969	best actress in a supporting role	Simi	Saathi
1969	best story	Sachin Bhaumick	Brahmachari
1969	best cinematographer b & w	Nariman A. Irani	Saraswatichandra
1969	best cinematographer colour	G. Singh	Ankhen
1969	best sound recordist	P. Thakkersey	Shikar
1969	best editor	N.M. Shankar	Saathi
1969	best art director b & w	Ajit Banerjee	Majhli Didi
1969	best playback singer (male)	Mohammed Rafi	Dilke Jharoke Mein Tujhko Bithake
1969	best playback singer (female)	Asha Bhosle	Parde Mein Rehne Do
1969	best lyricist	Shailendra	Main Gaoon Tum So Jao
1969	best dialogue	Ali Raza	Saraswatichandra
1969	best art director colour	A.A. Majid	Noor Jehan
1969	best actor in a comic role	Johnny Walker	Shikar
1969	best documentary	Explorer	Pramod Pati
1969	best screenplay	Nabendu Ghosh	Majhli Didi
1968	best film	Upkar	
1968	best director	Manoj Kumar	Upkar
1968	best actor	Dilip Kumar	Ram Aur Shyam
1968	best actress	Nutan	Milan
1968	best music director	Laxmikant	Pyarelal
1968	best actor in a supporting role	Pran	Upkar
1968	best actress in a supporting role	Jamuna	Milan
1968	best story	Manoj Kumar	Upkar
1968	best cinematographer b & w	Jal Mistry	Baharon Ke Sapne
1968	best cinematographer colour	M.N. Malhotra	Hamraaz
1968	best sound recordist	J.M. Barot	Jewel Thief
1968	best editor	B.S. Glaad	Upkar
1968	best art director b & w	H.V. Maharudria	Taqdeer
1968	best playback singer (male)	Mahendra Kapoor	Neele Gagan Ke Tale
1968	best playback singer (female)	Asha Bhosle	Garibon Ki Suno
1968	best lyricist	Gulshan Bawra	Mere Desh Ki Dharti Sona Ugle
1968	best dialogue	Manoj Kumar	Upkar
1968	best art director colour	Abdul Rahim	Chandan Ka Palna
1968	best actor in a comic role	Om Prakash	Dus Lakh
1968	best documentary	India '67	S. Sukhdev
1967	best film	Guide	
1967	best director	Vijay Anand	Guide
1967	best actor	Dev Anand	Guide
1967	best actress	Waheeda Rehman	Guide
1967	best music director	Shanker	Jaikishen
1967	best actor in a supporting role	Ashok Kumar	Afsana
1967	best actress in a supporting role	Simi	Do Badan
1967	best story	R.K. Narayan	Guide
1967	best cinematographer b & w	Jaywant Pathare	Anupama
1967	best cinematographer colour	Fali Mistry	Guide
1967	best sound recordist	Manohar Amberkar	Mera Saaya
1967	best editor	Vasant Borkar	Phool Aur Patthar
1967	best art director b & w	Sant Singh	Yeh Raat Phir Na Aayegi
1967	best playback singer (male/female)	Mohammed Rafi	Baharon Phool Barsao
1967	best lyricist	Hasrat Jaipuri	Baharon Phool Barsao
1967	best dialogue	Vijay Anand	Guide
1967	best art director colour	Shanti Das	Phool Aur Patthar
1967	best actor in a comic role	Mehmood	Pyar Kiye Jaa
1967	best documentary	Handicrafts Of Rajasthan	Clement T. Baptista
1966	best film	Himalay Ki God Mein	
1966	best director	Yash Chopra	Waqt
1966	best actor	Sunil Dutt	Khandaan
1966	best actress	Meena Kumari	Kaajal
1966	best actor in a supporting role	Raaj Kumar	Waqt
1966	best actress in a supporting role	Padmini	Kaajal
1966	best music director	Ravi	Khandaan
1966	best playback singer (male/female)	Lata Mangeshkar	Tumhi Mere Mandir Tumhi Meri Pooja
1966	best lyricist	Rajendra Krishna	"Tumhi Mere Mandir, Tumhi Meri Pooja"
1966	best story	Akhtar Mirza	Waqt
1966	best cinematographer b & w	Ramachandra	Yaadein
1966	best cinematographer colour	Dharam Chopra	Waqt
1966	best sound recordist	Essa M. Suratwala	Yaadein
1966	best editor	Pratap Dave	Himalay Ki God Mein
1966	best art director b & w	M.S. Sathyu	Haqeeqat
1966	best dialogue	Akhtar	Ul
1966	best art director colour	S.S. Samel	Gumnaam
1965	best film	Dosti	
1965	best director	Raj Kapoor	Sangam
1965	best actor	Dilip Kumar	Leader
1965	best actress	Vyjayanthimala	Sangam
1965	best actor in a supporting role	Nana Palsikar	Shehar Aur Sapna
1965	best actress in a supporting role	Nirupa Roy	Shehnai
1965	best music director	Laxmikant	Pyarelal
1965	best playback singer (male/female)	Mohammed Rafi	Chahunga Main Tujhe Sanjh Savere
1965	best lyricist	Majrooh Sultanpuri	Chahunga Main Tujhe Sanjh Savera
1965	best story	Ban Bhatt	Dosti
1965	best cinematographer b & w	K.H. Kapadia	Woh Kaun Thi?
1965	best cinematographer colour	Krishnarao Vashirde	Geet Gaya Pattharonne
1965	best sound recordist	Allauddin	Sangam
1965	best editor	Raj Kapoor	Sangam
1965	best art director b & w	G.L. Yadhav And T.K. Desai	Kohraa
1965	best art director colour	Sant Singh	Jahan Ara
1965	best dialogue	Govind Moonis	Dosti
1964	best film	Bandini	
1964	best director	Bimal Roy	Bandini
1964	best actor	Sunil Dutt	Mujhe Jeene Do
1964	best actress	Nutan	Bandini
1964	best actor in a supporting role	Raaj Kumar	Dil Ek Mandir
1964	best actress in a supporting role	Shashikala	Gumrah
1964	best music director	Roshan	Taj Mahal
1964	best playback singer (male/female)	Mahendra Kapoor	Chalo Ek Baar Phir Se
1964	best lyricist	Sahir Ludhianvi	Jo Vada Kiya Woh Nibhana Padega
1964	best story	Jarasandha	Bandini
1964	best cinematographer b & w	Kamal Bose	Bandini
1964	best cinematographer colour	Krishnarao Vashirde	Sehra
1964	best sound recordist	Dinshaw Billimoria	Bandini
1964	best editor	Pran Mehra	Gumrah
1964	best art director b & w	Sudhendu Roy	Mere Mehboob
1964	best dialogue	Arjun Dev Rashk	Dil Ek Mandir
1963	best film	Sahib Bibi Aur Ghulam	
1963	best director	Abrar Alvi	Sahib Bibi Aur Ghulam
1963	best actor	Ashok Kumar	Rakhi
1963	best actress	Meena Kumari	Sahib Bibi Aur Ghulam
1963	best actor in a supporting role	Mehmood	Dil Tera Deewana
1963	best actress in a supporting role	Shashikala	Aarti
1963	best music director	Shanker	Jaikishen
1963	best playback singer (male/female)	Lata Mangeshkar	Kahin Deep Jale Kahin Dil
1963	best lyricist	Shakeel Badayuni	Kahin Deep Jale Kahin Dil
1963	best story	K.P. Kottarakkara	Rakhi
1963	best cinematographer b & w	V.K. Murthy	Sahib Bibi Aur Ghulam
1963	best sound recordist	S.Y. Pathak	Bees Saal Baad
1963	best editor	Keshav Naidu	Bees Saal Baad
1963	best art director b & w	D.R. Jadhav And Ram Yedekar	Son Of India
1963	best dialogue	Akhtar	Ul
1962	best film	Jis Desh Men Ganga Behti Hai	
1962	best director	B.R. Chopra	Kanoon
1962	best actor	Raj Kapoor	Jis Desh Men Ganga Behti Hai
1962	best actress	Vyjayanthimala	Gunga
1962	best actor in a supporting role	Nana Palsikar	Kanoon
1962	best actress in a supporting role	Nirupa Roy	Chhaya
1962	best music director	Ravi	Gharana
1962	best playback singer (male/female)	Mohammed Rafi	Chashme Buddoor
1962	best lyricist	Shakeel Badayuni	Husnwale Tera Jawab Nahin
1962	best story	Sridhar	Nazrana
1962	best cinematographer b & w	V. Babasaheb	Gunga Jumna
1962	best sound recordist	Kuldeep Singh	Junglee
1962	best editor	G.G. Mayekar	Jis Desh Men Ganga Behti Hai
1962	best art director b & w	M.R. Acharekar	Jis Desh Men Ganga Behti Hai
1962	best dialogue	Wajahat Mirza	Gunga
1961	best film	Maan Gaye Mughal	E
1961	best director	Bimal Roy	Parakh
1961	best actor	Dilip Kumar	Kohinoor
1961	best actress	Bina Rai	Ghunghat
1961	best actor in a supporting role	Motilal	Parakh
1961	best actress in a supporting role	Nanda	Anchal
1961	best music director	Shanker	Jaikishen
1961	best playback singer (male/female)	Mohammed Rafi	Chaudhvin Ka Chand
1961	best lyricist	Shakeel Badayuni	Chaudhvin Ka Chand Ho
1961	best story	Ruby Sen	Masoom
1961	best cinematographer b & w	R.D. Mathur	Maan Gaye Mughal
1961	best sound recordist	George D'Cruz	Parakh
1961	best editor	Moosa Mansoor	Kohinoor
1961	best art director b & w	Biren Naug	Chaudhvin Ka Chand
1961	best dialogue	Aman|Kamal Amrohi|Wajahat Mirza|Ehsan Rizvi	Maan Gaye Mughal
1960	best film	Sujata	
1960	best director	Bimal Roy	Sujata
1960	best actor	Raj Kapoor	Anari
1960	best actress	Nutan	Sujata
1960	best actor in a supporting role	Manmohan Krishna	Dhool Ka Phool
1960	best actress in a supporting role	Lalita Pawar	Anari
1960	best music director	Shanker	Jaikishen
1960	best playback singer (male/female)	Mukesh	Sab Kuchh Seekha Hamne
1960	best lyricist	Shailendra	Sab Kuchh Seekha Hamne
1960	best story	Subodh Ghosh	Sujata
1960	best cinematographer b & w	V.K. Murthy	Kaagaz Ke Phool
1960	best sound recordist	A.K. Parmar	Navrang
1960	best editor	Chintaman Borkar	Kohinoor
1960	best art director b & w	M.R. Acharekar	Kaagaz Ke Phool
1960	best dialogue	Ramanand Sagar	Paigham
1959	best film	Madhumati	
1959	best director	Bimal Roy	Madhumati
1959	best actor	Dev Anand	Kala Pani
1959	best actress	Vyjayanthimala	Sadhana
1959	best actor in a supporting role	Johnny Walker	Madhumati
1959	best actress in a supporting role	Nalini Jaywant	Kala Pani
1959	best music director	Salil Choudhury	Madhumati
1959	best playback singer (male/female)	Lata Mangeshkar	Aaja Re Pardesi
1959	best lyricist	Shailendra	Yeh Mera Deewanapan
1959	best story	Pandit Mukhram Sharma	Sadhna
1959	best cinematographer b & w	Dilip Gupta	Madhumati
1959	best sound recordist	Ishan Ghosh	Chandan
1959	best editor	Hrishikesh Mukherjee	Madhumati
1959	best art director b & w	Sudhendu Roy	Madhumati
1959	best dialogue	Rajinder Singh Bedi	Madhumati
1958	best film	Mother India	
1958	best director	Mehboob Khan	Mother India
1958	best actor	Dilip Kumar	Naya Daur
1958	best actress	Nargis	Mother India
1958	best actor in a supporting role	Raj Mehra	Sharada
1958	best actress in a supporting role	Shyama	Sharada
1958	best music director	O.P.Nayyar	Naya Daur
1958	best story	Akhtar Mirza	Naya Daur
1958	best cinematographer b & w	Faredoon Irani	Mother India
1958	best sound recordist	R. Kaushik	Mother India
1958	best editor	Shivaji Awdhut	Sharada
1958	best art director b & w	M.R. Acharekar	Pardesi
1957	best film	Jhanak Jhanak Payal Baaje	
1957	best director	V. Shantaram	Jhanak Jhanak Payal Baaje
1957	best actor	Dilip Kumar	Devdas
1957	best actress	Nutan	Seema
1957	best actor in a supporting role	Motilal	Devdas
1957	best actress in a supporting role	Vyjayanthimala	Devdas
1957	best music director	Shanker	Jaikishen
1957	best story	Amiya Chakrabarty	Seema
1957	best cinematographer b & w	Radhu Karmakar	Shree 420
1957	best sound recordist	A.K. Parmar	Jhanak Jhanak Payal Baaje
1957	best editor	G.G. Mayekar	Shree 420
